company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
miworks,MIWORKS,www.miworks.co.kr  ,2000,Seongnam-si,Gyeonggi-do,kr,13493,,,Data/Technology ,Consulting,,Public safety,"Digital maps, navigation, map ASP, GIS, telematic service etc. ",,,,,[],,2016-02-03 14:40:36.115304
modetour,modetour,http://www.modetour.com,2010,Jung-gu,Seoul,kr,04533,,Private,Business/Legal Services,Advertising,,Travel information ,"Travel arrangement, air ticket sale, publishing, and advertising  ",,,,,[],,2016-02-03 14:40:32.362230
moduparking,moduparking,www.moduparking.com,2014,Gangnam-gu,Seoul,kr,06248,1 - 10,Private,Advertising,"Data/Technology, Geospatial/Mapping, Transportation",,"Citizen engagement and participation, Public safety, Transportation access",We realize economy sharing with the development of a platform sharing location-based parking lots and spaces. ,,,,,[],,2016-02-03 14:39:58.738688
moimcomms,moimcomms,http://waple.us/,2015,Gwanak-gu,Seoul,kr,08826,1 - 10,Private,Lifestyle/Consumer,"Advertising, Data analysis for clients",,,Wapple is a WiFi password sharing service leveraging on the power of social network,,,,,[],,2016-02-03 14:39:48.303714
muhayu,muhayu,http://muhayu.com/main,2011.07.08,Seongdong-gu,Seoul,kr,04781,1 - 10,Private,Data/Technology,Data analysis for clients,,Consumer empowerment,"A plagiarism company that operates ""Copy Killer"", an internet plagiarism investigation service",,,,,[],,2016-02-03 14:40:28.879020
mycarfacts,mycarfacts,www.mycarfacts.co.kr,2015,Yongsan-gu,Seoul,kr,04379,1 - 10,Private,Data/Technology,"Data analysis for clients, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment","Vehicle manufacturers do not reveal any information except their official repair details, and post them at vehicle-specific club websites in South Korea.
Few individual drivers have their own repair records. When a driver posts his repair records at the planned website and has 95% or more of them confirmed, the website will give him a higher price than dealers' ones, which can also be a profit to a customer who buys a used car.      ",,,,,[],,2016-02-03 14:40:24.512329
naeiltour,naeiltour.,http://www.naeiltour.co.kr,1995,Jung-gu,Seoul,kr,04513,,Private,Business/Legal Services,Advertising,,Travel information ,"Naeiltour developed group and hotel backpack travel programs for the first time in South Korea in 1989, and went into the travel industry on a full scale in 1995. 
In 1996, we attracted the attention of the public by developing a condotel backpack travel program.    ",,,,,[],,2016-02-03 14:40:32.563027
nakthin,Nakthin,nalthin.com,2001,Seongnam-si,Gyeonggi-do,kr,13590,1 - 10,Private,Data/Technology,Advertising,,"Citizen engagement and participation, Consumer empowerment, Food access and supply, Healthcare access","Diet Bible is a domestic leader in smart health / diet business that has distributed applications 'Circulation Exercise' and 'Diet for People': the former amounts to 300000 accumulated downloads and the latter was introduced in KTV. 
All of our services were made by professional trainers and verified nutritionists and are delivered after the inspection of Selleo, a diet / health consultant. 
",,,,,[],,2016-02-03 14:39:58.092852
nameq,nameQ,http://www.nameq.net/,2013,Jung-gu,Seoul,kr,04618,1 - 10,Private,Data/Technology,Advertising,,Lifstye benefits,Managing Namecard,,,,,[],,2016-02-03 14:40:07.973700
naturing,naturing,www.naturing.net,2014,Seongdong-gu,Seoul,kr,04797,1 - 10,Private,Consulting,"Data/Technology, Environment/Weather",,"Citizen engagement and participation, Environment and climate change","NATURING is a tool to observe, record, and retrieve nature and an open network to share natural activity experience. It is also a new system to most effectively arrange the very nature you alone will be able to see ""right there, right now"". NATURING supports and implements various civic science projects so that anyone can contribute to the preservation of the eco-system by the mere record.",,,,,[],,2016-02-03 14:39:35.485678
naver,Naver,www.naver.com,1999,Seongnam-si,Gyeonggi-do,kr,13561,1001-5000,Private,Data/Technology,"Consulting, Advertising ",,Educational opportunity ,"Naver, Inc. has grown into an internet company that gets the highest earnings rate by developing stable profit models through search advertisement etc and applying them to markets.",,,,,[],,2016-02-03 14:40:31.510112
nbuzz,n-buzz,www.n-buzz.com,2013,Geumcheon-gu,Seoul,kr,08513,1 - 10,Private,Data/Technology,User fees for web or mobile access,,,We are an indie game / app development team in Seou,,,,,[],,2016-02-03 14:39:55.009050
neomtech-,NeoMtech ,http://www.neomtech.com/,2004,Guro-gu,Seoul,kr,08381,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,Food access and supply,"NEOMTECH provides solutions, services and business platforms to wire-wireless communication and e-business service providers. We have best technology and service know-how for successful wireless Internet business solutions and services. We have already offered solutions and services to large companies, including wireless communication companies and Visa Card, and are recognized to be a provider of stable solutions and technical abilities.  ",,,,,[],,2016-02-03 14:40:18.658518
networksystem,networksystem,,2003,Mokpo-si,Jeollanam-do,kr,58656,1 - 10,Private,Data/Technology,Data analysis for clients,,"Citizen engagement and participation, Public safety",,,,,,[],,2016-02-03 14:40:06.019248
newbreed,newbreed,http://newbreed.co.kr,2013,Wonju-si,Gangwon-do,kr,26404,1 - 10,Private,S/W licensing,"Data/Technology, Internet",,"Citizen engagement and participation, Consumer empowerment",We are a web agency that leads trends in the globalization age and makes continuous R & D and investment.,,,,,[],,2016-02-03 14:39:52.006849
newsjelly,newsjelly,http://newsjel.ly,2014,Mapo-gu,Seoul,kr,04061,11 - 50,Private,Consulting,Data/Technology,,"Citizen engagement and participation, Educational opportunity, Good governance, Enhancing data utilization","NEWSJELLY is a service to provide news anyone can be interested in, using the info-graphic charts based on big data analysis and the exciting stories. ",,,,,[],,2016-02-03 14:39:53.269748
next_innovation,NEXT_INNOVATION?,https://play.google.com/store/apps/details?id=kr.nextinnovation.stamppop,2015,Yeongdeungpo-gu,Seoul,kr,07333,1 - 10,Private,Lifestyle/Consumer,Advertising,,Citizen engagement and participation ,"Now, STAMP enables to find any kind of travel information on attractions near famous restaurants, local festivals, etc very easily.",,,,,[],,2016-02-03 14:40:39.500386
ngmaking,NGMaking,,2014,Gumi-si,Gyeongsangbuk-do,kr,39441,1 - 10,Private,Business/Legal Services,"Advertising, Consulting, Government contract, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Public safety",,,,,,[],,2016-02-03 14:40:01.850389
nice,NICE,http://www.niceinfo.co.kr,1985,Yeongdeungpo-gu,Seoul,kr,07238,,Private,Data/Technology,"Consulting, Solutions business ",,Financial access,"We provide consumer credit rating and corporate information on the basis of credit rating and analysis experience, South Korea's biggest credit information database and knowhow, excellent professional manpower and brand awareness   ",,,,,[],,2016-02-03 14:40:29.579273
noaa-solution,noaa solution,http://noaa.co.kr,2006,Dongjak-gu,Seoul,kr,07074,51-200,Private,Business/Legal Services,"Data analysis for clients, Government contract",,Environment and climate change,"Noaa Solution, Inc. tries to play a leading role in safety management business by national resource management based on IT and technical development operation ability reinforcement and to contribute to people's life free from disasters. ",,,,,[],,2016-02-03 14:40:04.906968
nowdream,nowdream,http://www.nowdream.co.kr,2012,Seocho-gu,Seoul,kr,06650,11 - 50,Private,Data/Technology,"Consulting, Data analysis for clients",,"Environment and climate change, Public safety","Established in 2012, Nowdream, Inc. expands business areas on the basis of IT and weather-related technology. We endeavor to grow into a world's top-class global company on the basis of continuous investment, human resource development and technical development.    ",,,,,[],,2016-02-03 14:40:18.497929
nplan,N-PLAN,https://play.google.com/store/apps/details?id=kr.com.enjoyfarm,,,,kr,00000,Jan-50,,Lifestyle/Consumer ,Advertising ,,Citizen engagement and participation,"We offer information on farming village experience.
This is an information sharing app for users to share ""n plan"" in case of emergency and get various information.  
",,,,,[],,2016-02-03 14:40:37.558618
nwsoft,NwSoft,data.mafra.go.kr,2014,,,kr,00000,1 - 10,Private,Food/Agriculture,Consulting,,Consumer empowerment,"This is a system to offer a joint management system by the collection-storage-analysis of public data from institutions related to the Ministry of Agriculture & Food and ural Affairs, using the open data. ",,,,,[],,2016-02-03 14:40:10.162449
offonkorea,offonkorea,http://www.offonkorea.com,2013,Suyeong-gu,Busan,kr,48227,1 - 10,Private,Transportation,"Advertising, Consulting, Membership fees",,Public safety,"We develop services necessary for life suing web and mobile environments. 
Offonkorea offers services one year six months earlier than Kakao Taxi, Limo Taxi etc. We own location-based, messaging technologies.  ",,,,,[],,2016-02-03 14:40:11.723981
ok-world,ok world,www.ckinjector.co.kr,2002,Seongju-gun,Gyeongsangbuk-do,kr,40031,1 - 10,Private,Environment/Weather,Product production and sale,,Environment and climate change,"CK World, Inc. is a company dedicated to blow tubes (CK Injector) for industrial back filter cleaning. We have made an epoch-making improvement of back filter problems, i.e. eye blockage (increase in differential pressure), productivity reduction, environmental pollution, frequent filter exchange, filter tear etc using our patented CK Injector.  This product makes it possible to clean a very long (12 m) filter and to remodel an exiting back filter. ",,,,,[],,2016-02-03 14:39:59.858798
oncode,oncode,www.oncode.co.kr,2013,,,kr,00000,1 - 10,Private,Business/Legal Services,Software licensing,,,"We build a UX/UI oriented strategic website on the basis of the program development experience of over 10 years, the quick analysis and understanding of user needs, and the professional planning capabilities. Our goal is to provide customers with more services than they expect. ",,,,,[],,2016-02-03 14:39:42.717442
onkweather,onkweather,http://www.onkweather.com,2011,Guro-gu,Seoul,kr,08389,,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We offer quick, accurate and useful weather news and takes the lead in disaster prevention by climate change",,,,,[],,2016-02-03 14:40:26.010753
onycom-,onycom ,http://www.onycom.com,1998,Jung-gu,Seoul,kr,04519,,Private,Data/Technology,Data analysis for clients,,,"Onycom has maximized customer values by offering IT related total services from consulting to system building and maintenance in customer support solution, BCI, application etc on the basis of IT expertise and customer industry understanding.",,,,,[],,2016-02-03 14:40:30.236512
openmate,openmate,http://www.openmate.co.kr,2005,Seodaemun-gu,Seoul,kr,03739,,Private,Data/Technology,"Consulting, Solutions business ",,Financial access,"OPENMATE, Inc. specializes in the GIS to map the flow of men and money. The core of management is to grasp the invisible flow of men and money. 
The geographical information system (GIS) analyzes thousands kinds of geographical information gathered from artificial satellites and the earth and provides ""maps and compasses"" for corporate management. 
Where are your customers? By what are your customers characterized from region to region? 
We have developed special solutions to find answers for the both questions. We support strategy establishment and decision-making optimized to location, business area, background market, competitive composition and customer characteristics. ",,,,,[],,2016-02-03 14:40:29.364796
panasia-engineering,panasia engineering,http://www.panasia.co.kr,1999,Suwon-si,Gyeonggi-do,kr,16571,,Private,Data/Technology,"Consulting, Solutions business ",,Public safety,"We push forward a GIS-related business, including GPS, precision measurement, remote sensing, numerical map and software development",,,,,[],,2016-02-03 14:40:28.709690
pantom,pantom,www.pantom777.com,,Anyang-si,Gyeonggi-do,kr,14057,11 - 50,Private,Data/Technology,Consulting,,Public safety,"Pantom is changing quickly since its launch in 2010 to provide optimal services in the services of a customer who is developing products and services have been making efforts.

In all of these efforts, constant innovations, IT, SI (system integration) proceeded to leap forward into a total solution based on a professional business.

In the future, in order to reinvent itself as a global company pantom national infrastructure of the air, the national property and public safety by providing port services, transportation, coupled with the Green it Based on responsibility and accountability by providing services for the best it, I'll be pantom ",,,,,[],,2016-02-03 14:39:58.215980
pastelplus,PastelPlus,,2014,Jeonju-si,Jeollabuk-do,kr,54922,1 - 10,Private,Data/Technology,Product production and sale,,"Citizen engagement and participation, Educational opportunity",PASTEL PLUS develops softwares and hardwares to photograph high-resolution VR panorama road view using a smart phone.,,,,,[],,2016-02-03 14:40:24.806835
patentpia,patentpia,https://www.patentpia.com/,2002,Gangnam-gu,Seoul,kr,06244,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,,IP Risk & Biz Oriented Service,,,,,[],,2016-02-03 14:40:02.921421
pcn,pcn,www.pcninc.co.kr,2001,Gangnam-gu,Seoul,kr,06046,51-200,Private,Data/Technology,Homepage development,,,"Founded in 1999, PCN has more than 90 professionals as one of best Web/Mobile service providers. We are a technology-intensive enterprise whose R&D team has developed search engine, WCMS, community/blog, sementic web solution etc.",,,,,[],,2016-02-03 14:39:37.429176
petsbe,petsbe,https://play.google.com/store/apps/details?id=com.petsbe.android.petsbemall&hl=CONFIG_lang,2012,Bucheon-si,Gyeonggi-do,kr,14559,1 - 10,Private,Lifestyle/Consumer,Advertising ,,,This is a comprehensive shopping mall for puppies and cats. We provide certified goods and services at reasonable prices.,,,,,[],,2016-02-03 14:40:29.203983
phyzen-,Phyzen ,http://www.phyzen.com,2013,Gwanak-gu,Seoul,kr,08787,1 - 10,Private,Data/Technology,Data analysis for clients,,,"PHYZEN Co., Ltd. aims to create new values of genome by changing DNA information into knowledge and technology.
We support an efficient and comprehensive genome analysis meeting the requirements of customers using the genome information produced at various NGS platforms on the basis of the professional experience of biological genome information analysis ",,,,,[],,2016-02-03 14:40:23.676200
plandscns,plandscns,https://play.google.com/store/apps/details?id=kim.mountain,2012,Andong-si,Gyeongsangbuk-do,kr,36735,1 - 10,Private,Lifestyle/Consumer,Advertising,,Health/Medical,"You can receive the information on the recommended mountains of the month and the mountains by season and region, and enjoy mountain climbing by theme. In addition to mountain information, you can get necessary further information from news, blogs etc with one click without separate search. You can receive the information on favorite mountains and their rankings. You can share information in real time by joining Mountains I Visited.",,,,,[],,2016-02-03 14:40:39.163679
planstalk,planstalk,www.planstalk.com,2012,Geumcheon-gu,Seoul,kr,08513,1 - 10,Private,Lifestyle/Consumer,Advertising,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:39:44.089677
plantmobile,plantmobile,www.jmirotown.com,2015,Seongnam-si,Gyeonggi-do,kr,13494,1 - 10,Private,User fees for web or mobile access,"Data/Technology, Education, Media",,Informacion access,An interesting village seeking new mobile service,,,,,[],,2016-02-03 14:39:49.867346
plustonic,plustonic,www.plustonic.com,2014,Songpa-gu,Seoul,kr,05840,11 - 50,Private,Lifestyle/Consumer,User fees for web or mobile access,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:39:55.238894
posti-,Post-I ,http://tm.spots.kr,2013,Mapo-gu,Seoul,kr,03961,1 - 10,Private,Business/Legal Services,"Consulting, Contributions/Donations, Government contract, Membership fees",,"Culture/Arts, Retailer empowerment, Educational opportunity","Time-Spot is support that event spaces manage their on-offline social channel.
 A complete platform service that covers any form of group meeting from one-time events and space.
  After registration you will receive service updates and event news",,,,,[],,2016-02-03 14:39:50.450475
ppomppu,ppomppu,http://www.ppomppu.co.kr,2005,Geumcheon-gu,Seoul,kr,08512,11 - 50,Private,Advertising,"Lifestyle/Consumer, Media",,"Citizen engagement and participation, Consumer empowerment",,,,,,[],,2016-02-03 14:39:55.542505
r114,R114,https://play.google.com/store/apps/details?id=com.strastar.bds114,1999,Seongnam-si,Gyeonggi-do,kr,13494,,Private,Housing/Real Estate,Advertising,,Consumer empowerment,We provide comprehensive real-estate solutions to help customers make smooth real-estate dealings and wise judgments of real-estate investment by offering information and market analysis ,,,,,[],,2016-02-03 14:40:40.016689
raonbit,raonbit,http://www.raonbit.com,2012,Anyang-si,Gyeonggi-do,kr,14047,1 - 10,Private,Data/Technology,Software licensing,,,A high-performance big data analysis platform to analyze high-capacity real-time data and batch data easily and quickly using analysis tools  ,,,,,[],,2016-02-03 14:39:43.168443
realsem-inc,REALSEM Inc.,http://www.realsem.co.kr,2015,Gangnam-gu,Seoul,kr,06171,1 - 10,Private,Education,"Advertising, Transaction fee",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Financial access, Good governance, Public safety",,,,,,[],,2016-02-03 14:40:40.092754
realweb,realweb,http://www.realweb21.com,2000,Gangnam-gu,Seoul,kr,06121,11 - 50,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,"Realweb, Inc. has focused on the development of BPM software for information sharing / exchange promotion, business flow improvement, total resource management optimization, inter-organizational cooperation, organizational competitiveness reinforcement and management efficiency enhancement, and is considered to have best technical skills in the same industry.",,,,,[],,2016-02-03 14:40:14.167953
redcap-tour,redcap tour,http://www.redcaptour.com,,Jung-gu,Seoul,kr,04551,,Private,Business/Legal Services,Advertising,,Travel information ,REDCAP TOUR is a website that offers information on travel places and goods to overseas travelers. ,,,,,[],,2016-02-03 14:40:32.911850
redtable,redtable,www.redtable.kr,2011,Gwangjin-gu,Seoul,kr,05006,1 - 10,Private,Data analysis for clients,"Data/Technology, Food/Agriculture, Geospatial/Mapping, Transportation",,"Consumer empowerment, Food access and supply",A service to provide the rankings of Asian restaurants through the analysis of big data   ,,,,,[],,2016-02-03 14:39:40.627893
retown,retown,www.retown.co.kr,2008,Pyeongtaek-si,Gyeonggi-do,kr,17917,1 - 10,Private,S/W licensing,"Housing/Real Estate, Application development",,Consumer empowerment,,,,,,[],,2016-02-03 14:39:50.425569
richslide,richslide,www.richslide.com,2013,Geumcheon-gu,Seoul,kr,08506,1 - 10,Private,Advertising,"Data/Technology, Media",,"Consumer empowerment, Financial access",,,,,,[],,2016-02-03 14:39:43.143835
roughwave-information-inc,RoughWave Information Inc.,www.mmooc.co.kr,2008,Geumcheon-gu,Seoul,kr,08506,1 - 10,Private,Data/Technology,"Government contract, User fees for web or mobile access",,"Educational opportunity, Public safety",We have developed marine safety contents in 3 D environment and advertise them by means of app and Internet. We manufacture VR contents and do general travel business. ,,,,,[],,2016-02-03 14:40:17.938157
rwaveco,RWAVE.CO,www.rwave.co.kr,2008,Geumcheon-gu,Seoul,kr,08506,1 - 10,Private,Data/Technology,Government contract,,"Educational opportunity, Public safety","RWAVE Co., Ltd. has concentrated on marine 3D/VR and mobile-based application software since its foundation in 2003. We established our research institute in 2012 and were Inno-Biz certified by Small and Medium Business Administration in 2013. We registered a patent of a ship anti-collision system in 2013, and applied for a patent of an educational experience system for fostering marine professional manpower and a patent of group member management terminal, method and system in 2014. We have completed the development of a marine MOOC system which was selected as an industry-academic cooperation project by Small and Medium Business Administration in 2014.
We currently develop travel apps and services for rummage sale at the Travel Business Division.     ",,,,,[],,2016-02-03 14:40:24.340909
saltlux,saltlux,www.saltlux.com,2000,Gangnam-gu,Seoul,kr,06147,51-200,Private,Data/Technology,Data analysis for clients,,Public safety,"Saltlux dreams of ""a world where machines and humans, and humans and humans freely communicate with each other, getting over the barriers of information and language"". We provide smart data solutions/services based on smart intelligence and big data technology and language and text services including multi-language localization.",,,,,[],,2016-02-03 14:39:43.458265
saman,saman,http://www.samaneng.com/,1967,Gwacheon-si,Gyeonggi-do,kr,13837,1001 - 5000,Private,Consulting,"Governance, Transportation",,"Good governance, Public safety",Saman aims at quality management for customer satisfaction with more than thousand technicians. We do our utmost to contribute to the construction of a 21st century type advanced country on the basis of the priority of technology and the future-oriented and environment-friendly corporate spirit.,,,,,[],,2016-02-03 14:39:43.786986
samocns,samocns,www.samocns.kr,2013,Nowon-gu,Seoul,kr,01811,1 - 10,Private,Data analysis for clients,"Data/Technology, Environment/Weather, Food/Agriculture",,Environment and climate change,"Samocns, Inc. concentrates on information security related business in addition to the development of disaster safety solutions using smart device, big data based platforms and IoT network based service platforms, on the basis of Technology, Everlasting, Convergence and Humanism.",,,,,[],,2016-02-03 14:39:51.511526
sampost,SAMPOST,http://www.sampost.co.kr,2014,Mapo-gu,Seoul,kr,03925,1 - 10,Private,Data/Technology,Using Application service,,Consumer empowerment,Users are provided with sightseeing information and photos using an app sending photos taken with a smart phone by postcards and TOUR API 3.0.  ,,,,,[],,2016-02-03 14:39:37.402958
samsung-electronics-digital-appliances-,SAMSUNG Electronics digital appliances ,https://play.google.com/store/apps/details?id=com.samsung.smarthome.airpurifier&hl=ko,2015,,,kr,00000,,Private,Business/Legal Services,,,Healthcare access,"We provide information on galaxy, TV, PC, home appliances, accessories, consumables, online store and customer service",,,,,[],,2016-02-03 14:40:33.429852
sandeul-informationtechnology,sandeul information&technology,www.sdinfo.co.kr,2000,Dong-gu,Daegu,kr,41256,1 - 10,Private,Information and Communication,Information and Communication,,Good governance,We can look at the world from the middle of u-life                                                                   We can look at the world from the middle of u-life by developing and distributing an interface that can receive information necessary for mankind anytime and anywhere.    ,,,,,[],,2016-02-03 14:39:54.955736
sayinfo,sayinfo,http://www.sayinfo.co.kr,2007,Yesan-gun,Chungcheongnam-do,kr,32435,51 - 200,Private,Consulting,"Data/Technology, Governance",,"Citizen engagement and participation, Good governance, Public safety",,,,,,[],,2016-02-03 14:39:40.858160
sbis-,SBIS ,http://www.sbis.co.kr,2003,Yeongdeungpo-gu,Seoul,kr,07332,11 - 50,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We provide reliable systems for customers who want to build best systems, develop ERP, perform a combined business based on solutions such as ETL and EAI, and other projects with domestic leading enterprises in analysis systems, such as DW and OLAP",,,,,[],,2016-02-03 14:40:25.308404
sbis-lab-,SBIS lab ,https://play.google.com/store/apps/details?id=kr.sbisapp.NewToEat,2015,,,kr,00000,,,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We let you know today's menu and weather information at a stroke. According to a survey result, most people would like to eat different food according to weather. The result led to the birth of an application for food menu recommendation according to weather.  ",,,,,[],,2016-02-03 14:40:37.922657
seeders,seeders,http://www.seeders.co.kr,2010,Yuseong-gu,Daejeon,kr,34015,1 - 10,Private,Consulting,"Data/Technology, Food/Agriculture, Scientific Research",,"Educational opportunity, Food access and supply","Seeders, Inc. is based on the support to efficient breeding. We will do our best to bridge the gap between research and practice by analyzing the existing knowledge and gene information necessary for breeding using bioinformatics technology and applying them to breeding fields. ",,,,,[],,2016-02-03 14:39:53.691414
sensoft-,Sensoft ,https://play.google.com/store/apps/details?id=net.sensoft.biddoctor.v11,2002,Jeonju-si,Jeollabuk-do,kr,54966,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients",,,This app has been developed for bid at the NARA Market (g2b) of the Public Procurement Service,,,,,[],,2016-02-03 14:40:02.677384
seri,SERI,http://www.seri.org,2006,Seocho-gu,Seoul,kr,06620,,Private,Data/Technology,etc,,etc,"We offer domestic and foreign statistical and research data on economic indexes, business barometers, industrial trends, trade conditions and international balance of trade.",,,,,[],,2016-02-03 14:40:31.191971
shinyoung,SHINYOUNG,www.syesd.co.kr,2009,Anyang-si,Gyeonggi-do,kr,14047,11 - 50,Private,Data/Technology,"Data analysis for clients, Government contract",,"Financial access, Good governance, Public safety","Information Specialist Company
Sustainability Management Company
Service Oriented Company",,,,,[],,2016-02-03 14:39:57.659841
siriussoft,siriussoft,http://www.siriussoft.net,2006,Gangnam-gu,Seoul,kr,06166,,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,We specialize in developing patent information systems ,,,,,[],,2016-02-03 14:40:27.201073
sjglobe,sjglobe,www.sjglobe.com,1977,Anyang-si,Gyeonggi-do,kr,14057,11 - 50,Private,Discount store,"Education, Geospatial/Mapping",,Educational opportunity,"Seojeon Globe has been dedicated to making a better globe since 1977 through diverse technologies and innovations, and geographical knowledge. We create the innovative globe in high-tech manufacturing and geographic content. 
We are passionate about innovative globes and proud of making the educational products to create more added values in geographic globe.",,,,,[],,2016-02-03 14:39:37.604320
smart-casting,Smart Casting,,,,,kr,00000,1 - 10,Private,Data/Technology,"Consulting, User fees for web or mobile access",,"Citizen engagement and participation, Public safety",,,,,,[],,2016-02-03 14:40:01.545403
smart-han,Smart HAN,,2013,,,kr,00000,1 - 10,Private,Education,Consulting,,Educational opportunity,,,,,,[],,2016-02-03 14:40:21.104067
smartbizon,smartbizon,www.smartbizon.co.kr,2013,Chuncheon-si,Gangwon-do,kr,24341,11 - 50,Private,Data/Technology,"Data analysis for clients, Government contract",,,"SmartBizOn is a platform business company that provides B2B Service Application (SaaS)s on the basis of corporate Process Platform (PaaS) led by electronic document distribution, and creates new values with mass B2B transaction information (Big Data). ",,,,,[],,2016-02-03 14:39:56.944002
smartvia,smart-via,http://www.smart-via.com,2010,Dong-gu,Daegu,kr,41078,1 - 10,Private,Data/Technology,"Consulting, Software licensing",,"Citizen engagement and participation, Healthcare access","Smart-via, Inc. is a mobile service company whose name is a compound of Smart and Via of a Roman road ""Via Appia"". ",,,,,[],,2016-02-03 14:40:11.520579
smg,SMG,,,,,kr,00000,1 - 10,Private,,,,,,,,,,[],,2016-02-03 14:39:42.120749
snbsoft,snbsoft,www.talkyple.com,2012,Seocho-gu,Seoul,kr,06646,1 - 10,Private,Advertising,"Data/Technology, Geospatial/Mapping, Lifestyle/Consumer, Transportation",,Acquisition of foreign currencies,"Snbsoft, Inc. is a South Korea's best internet map service provider. We make efforts to offer services that meet the requirements of all customers and to enable to use best GIS service in various environments together with partners.  ",,,,,[],,2016-02-03 14:39:50.502864
snsinsight,snsinsight,http://snsinsight.co.kr/,2013,Seongnam-si,Gyeonggi-do,kr,13558,1 - 10,Private,Advertising,"Data/Technology, Governance, Media, Consulting",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Good governance","This is a SNS Insight Ltd. website which provides an infoblic app service, smart phone public information advice note. Currently, the Android app market provides the infoblic app service. ",,,,,[],,2016-02-03 14:39:38.484568
softpub-,Softpub ,https://play.google.com/store/apps/details?id=com.softpub.poolzadrive,,,,kr,00000,,,Education,,,Educational opportunity,"Poolza Driver License offers an optimum CBT environment in which you can solve 700 latest questions of the driver's license test (implemented from September 1, 2014) free of charge on mobile equipment. ",,,,,[],,2016-02-03 14:40:38.231642
softworx,softworx,https://play.google.com/store/apps/details?id=com.softworx.cai,2014,Guro-gu,Seoul,kr,08354,1 - 10,Private,Environment/Weather,"Advertising, Software licensing",,Consumer empowerment,"Now, air pollution information has become as important as weather information due to air pollution, fine dust and yellow dust from China by drastic industrialization. We offer information on air pollution and fine dust easily with graphs and four-stage (good, normal, bad and very bad) colors on the basis of real-time information on air pollution and fine dust provided by Korea Envirionment Corporation (Air-Korea)  ",,,,,[],,2016-02-03 14:39:57.992075
solugen,solugen,www.solugen.kr,2007,Guro-gu,Seoul,kr,08377,11 - 50,Private,Consulting,"Data/Technology, Energy",,"Financial access, Healthcare access","We have equipment, solution, workforce etc to analyze big data, and perform a task to lay a data-based management groundwork using big data together with domestic major financial institutions and conglomerates.  ",,,,,[],,2016-02-03 14:39:51.095093
sonartech,sonartech,http://www.sonartech.com,2000,Nam-gu,Busan,kr,48428,11 - 50,Private,,,,,"Sonartech, Inc. was established in the campus of Korea Maritime and Ocean University to develop maritime measurement and exploration equipment for the first time in South Korea, to produce domestic products better in performance than imported ones, and thus to secure a bridgehead for improving domestic maritime exploration technology. ",,,,,[],,2016-02-03 14:40:04.170086
spacosa,spacosa,www.spacosa.com,2012,Seongdong-gu,Seoul,kr,04763,11 - 50,Private,Data/Technology,Software licensing,,Public safety,"We keep your family and valuables safe by knowing where they are and making sure they are where they should be.
We use a own unique pinging logic to get a precise location. Our unique logic and distributed processing system is the key to quickly updated, precise location awareness.
Our mission is to help you stay connected with people and keep track of the things that are important to you. Avoid the pain of loss - Come be happy with us",,,,,[],,2016-02-03 14:39:54.761430
standbyme,standbyme,www.standbyme.kr,2013,Geumcheon-gu,Seoul,kr,08513,1 - 10,Private,Product production and sale,Product production and sale,,,"STANDBYME, a maker of ""Lighting Equipment of Desire"" ",,,,,[],,2016-02-03 14:39:37.628813
station3,station3,https://play.google.com/store/apps/details?id=kr.co.station3.dabang,,,,kr,00000,,Private,Data/Technology,Advertising,,Consumer empowerment,"Search for Studio Apartments, Efficiency Apartments, Apartments / Rooms by Key-Money Lease or Monthly Rent across the Country",,,,,[],,2016-02-03 14:40:34.146383
studio,Studio,studiod.kr,2015,Yongin-si,Gyeonggi-do,kr,00000,1 - 10,Private,Data/Technology,"Subscriptions, User fees for web or mobile access",,"Citizen engagement and participation, Educational opportunity",,,,,,[],,2016-02-03 14:39:57.551521
superapps,SuperApps,http://superapps.co.kr/,2014,Geumcheon-gu,Seoul,kr,08513,1 - 10,Private,Data/Technology,"Advertising, Data analysis for clients, Membership fees",,"Educational opportunity, Enhancing household income",We help exam applicants save time in searching data and preparing for exams efficiently by providing them with expected questions by big data analysis.,,,,,[],,2016-02-03 14:40:16.613254
