agency_name,agency_abbrev,agency_type,subagency_name,subagency_abbrev,url,used_by,used_by_category,dataset_name,dataset_url
Multiple government open data sources,,Other,General,,,GovTribe,Governance,USA Spending,http://www.usaspending.gov
Multiple government open data sources,,Other,General,,,GovTribe,Governance,Federal Business Opportunities (Fed Biz Opps),http://www.fbo.gov
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,"Govzilla, Inc.",Governance,US Food and Drug Administration (FDA),http://www.fda.gov/
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,National Ambulatory Medical Care Survey,http://www.cdc.gov/nchs/ahcd/about_ahcd.htm#NAMCS
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,National Hospital Ambulatory Medical Care Survey,http://www.cdc.gov/nchs/ahcd/about_ahcd.htm#NHAMCS
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,National Survey of Ambulatory Surgery,http://www.cdc.gov/nchs/nsas.htm
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,gRadiant Research LLC,Research & Consulting,National Health Information Survey,http://www.cdc.gov/nchs/nhis.htm
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Graebel Van Lines,Transportation,zip code data,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,"Graematter, Inc.",Data/Technology,,
Department of Justice,DOJ,Federal,General,,http://catalog.data.gov/organization/doj-gov,"Graematter, Inc.",Data/Technology,,
Department of Commerce,USDC,Federal,Bureau of Industry and Security,BIS,http://catalog.data.gov/organization/bis-doc-gov,"Graematter, Inc.",Data/Technology,,
Multiple government open data sources,,Other,General,,,Granicus,Governance,Uses 5 million government media files and public records,
Department of Education,ED / DOED,Federal,National Center for Education Statistics,NCES,http://catalog.data.gov/organization/nces-ed-gov,GreatSchools,Education,Common Core of Data (CCD),http://nces.ed.gov/ccd/
California,CA,State,Department of Education,DOE,http://www.cde.ca.gov/ds/,GreatSchools,Education,2013 STAR Test Results,http://star.cde.ca.gov/star2013/ResearchFileList.aspx
Department of the Treasury,,Federal,General,,http://catalog.data.gov/organization/treasury-gov,GuideStar,Governance,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,H3 Biomedicine,Scientific Research,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Harris Corporation,Environment & Weather,,
District of Columbia,DC,State,General,,http://data.dc.gov/,"HDScores, Inc",Lifestyle & Consumer,Washington DC Health Department,http://washington.dc.gegov.com/webadmin/dhd_431/web/?a=Inspections
Maryland,MD,State,General,,https://data.maryland.gov/,"HDScores, Inc",Lifestyle & Consumer,Montgomery County Health Department,https://data.montgomerycountymd.gov/Community/Food-Inspection/5pue-gfbe
Virginia,VA,State,General,,http://datapoint.apa.virginia.gov/,"HDScores, Inc",Lifestyle & Consumer,Virginia Health Department,http://www.healthspace.com/Clients/VDH/vdh_website.nsf
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Healthgrades,Healthcare,CMS MEDPAR,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Healthgrades,Healthcare,18 State ALL Payer Hospital Dataset,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Healthline,Healthcare,Unified Medical Language System,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,HealthMap,Healthcare,,
Department of Defense,DOD,Federal,General,,http://catalog.data.gov/organization/usace-army-mil,HealthMap,Healthcare,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,"HealthPocket, Inc.",Healthcare,HealthCare Finder API,http://www.healthdata.gov/dataset/search/HealthCare%20Finder%20API
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,"HealthPocket, Inc.",Healthcare,"Prescription Drug Plan Formulary, Pharmacy Network, and Pricing Information Files",http://www.cms.gov/Research-Statistics-Data-and-Systems/Files-for-Order/NonIdentifiableDataFiles/PrescriptionDrugPlanFormularyPharmacyNetworkandPricingInformationFiles.html
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,HelloWallet,Finance & Investment,Survey of Income and Program Participation,http://www.census.gov/sipp/
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,HelloWallet,Finance & Investment,Survey of Consumer Finances,http://www.federalreserve.gov/econresdata/scf/scfindex.htm
Department of Labor,DOL,Federal,Bureau of Labor Statistics,BLS,http://catalog.data.gov/organization/bls-gov,HelloWallet,Finance & Investment,Consumer Expenditure Survey,http://www.bls.gov/cex/home.htm
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,HERE,Geospatial/Mapping,,
Department of the Interior,DOI,Federal,General,,http://catalog.data.gov/organization/doi-gov,HERE,Geospatial/Mapping,,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,Honest Buildings,Housing/Real Estate,,
Multiple city and local data sources,,City/County,General,,,HopStop,Transportation,,
Multiple city and local data sources,,City/County,General,,,Housefax,Housing/Real Estate,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,How's My Offer?,Education,Integrated Postsecondary Education Data System (IPEDS),http://nces.ed.gov/ipeds/
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,IBM,Data/Technology,,
Multiple government open data sources,,Other,General,,,IBM,Data/Technology,,
Consumer Financial Protection Bureau,CFPB,Federal,General,,http://catalog.data.gov/organization/cfpb-gov,ideas42,Research & Consulting,Consumer Finance Protection Bureau (CFPB) Complaints Database,http://www.consumerfinance.gov/complaintdatabase/
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,ideas42,Research & Consulting,US Environmental Protection Agency (EPA) Fuel Economy,http://www.fueleconomy.gov/feg/download.shtml
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,iFactor,Research & Consulting,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,iFactor,Research & Consulting,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,iMedicare,Healthcare,,
Multiple government open data sources,,Other,General,,,Impact Forecasting (Aon),Insurance,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Impaq International,Research & Consulting,,
Multiple government open data sources,,Other,General,,,Import.io,Data/Technology,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,IMS Health,Healthcare,,
Department of Veterans Affairs,VA,Federal,General,,http://catalog.data.gov/organization/nca-va-gov,IMS Health,Healthcare,,
Multiple government open data sources,,Other,General,,,InCadence,Data/Technology,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,indoo.rs,Geospatial/Mapping,,
Multiple government open data sources,,Other,General,,,InfoCommerce Group,Research & Consulting,,
Department of Defense,DOD,Federal,General,,http://catalog.data.gov/organization/usace-army-mil,Informatica,Data/Technology,Uses data from the intelligence community from state and local governments,
Multiple government open data sources,,Other,General,,,InnoCentive,Scientific Research,,
Department of Commerce,USDC,Federal,International Trade Administration,ITA,http://catalog.data.gov/organization/trade-gov,Innography,Business & Legal Services,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Innography,Business & Legal Services,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Innography,Business & Legal Services,,
Multiple federal data sources,,Federal,General,,,Innography,Business & Legal Services,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Innovest Systems,Finance & Investment,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Inovalon,Healthcare,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Inrix Traffic,Transportation,,
Multiple government open data sources,,Other,General,,,Intelius,Business & Legal Services,,
National Aeronautics and Space Administration,NASA,Federal,General,,http://catalog.data.gov/organization/jpl-nasa-gov,Intermap Technologies,Geospatial/Mapping,"Advanced Spaceborne Thermal Emission and Reflection Radiometer - ASTER (asterweb.jpl.nasa.gov), Shuttle Radar Topography Mission- SRTM (www2.jpl.nasa.gov/srtm/‎), GTOPO30",https://lta.cr.usgs.gov/GTOPO30
National Aeronautics and Space Administration,NASA,Federal,General,,http://catalog.data.gov/organization/jpl-nasa-gov,Intermap Technologies,Geospatial/Mapping,Advanced Spaceborne Thermal Emission and Reflection Radiometer - ASTER,asterweb.jpl.nasa.gov
Department of Labor,DOL,Federal,Bureau of Labor Statistics,BLS,http://catalog.data.gov/organization/bls-gov,Investormill,Finance & Investment,CPI,http://www.bls.gov/cpi/data.htm
Department of Labor,DOL,Federal,Bureau of Labor Statistics,BLS,http://catalog.data.gov/organization/bls-gov,Investormill,Finance & Investment,PPI,http://www.bls.gov/data/#prices
Department of Labor,DOL,Federal,Bureau of Labor Statistics,BLS,http://catalog.data.gov/organization/bls-gov,Investormill,Finance & Investment,Employment,http://www.bls.gov/data/#employment
Department of Labor,DOL,Federal,Bureau of Labor Statistics,BLS,http://catalog.data.gov/organization/bls-gov,Investormill,Finance & Investment,Unemployment,http://www.bls.gov/data/#unemployment
Department of Commerce,USDC,Federal,Bureau of Economic Analysis,BEA,http://catalog.data.gov/organization/bea-gov,Investormill,Finance & Investment,GDP,https://www.bea.gov/national/nipaweb/DownSS2.asp
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,H.15,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h15
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,G.19,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=G19
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,G.17,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=G17
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,H.4.1,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=H41
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,H.6,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=H6
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,H.8,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=H8
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Investormill,Finance & Investment,H.10,http://www.federalreserve.gov/datadownload/Choose.aspx?rel=H10
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Investormill,Finance & Investment,Petroleum Status Report,http://www.eia.gov/petroleum/supply/weekly/
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Investormill,Finance & Investment,Petroleum Status Report,http://www.eia.gov/petroleum/supply/weekly/
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Iodine,Healthcare,,
Department of Veterans Affairs,VA,Federal,General,,http://catalog.data.gov/organization/nca-va-gov,Iodine,Healthcare,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,IPHIX,Data/Technology,US Securities and Exchange Commission,www.sec.gov
Multiple government open data sources,,Other,General,,,IPHIX,Data/Technology,Recovery.gov,www.recovery.gov
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,iRecycle,Environment & Weather,zipcode data,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,Community Health Clinics,www.hrsa.gov
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,TXT4Tots,http://www.hhs.gov/digitalstrategy/open-data/txt4tots.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,Home Health Facilities,www.cms.gov
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,National Provider Identifier Standard,http://www.cms.gov/Regulations-and-Guidance/HIPAA-Administrative-Simplification/NationalProvIdentStand/DataDissemination.html
Department of Health and Human Services,HHS,Federal,Substance Abuse and Mental Health Services Administration,SAMHSA,http://catalog.data.gov/organization/samhsa-hhs-gov,iTriage,Healthcare,Mental Health & Substance Abuse Clinics,www.samhsa.gov
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,iTriage,Healthcare,National Ambulatory Medical Care Survey (NAMCS) and National Hospital Ambulatory Medical Care Survey (NHAMCS),www.cdc.gov
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,iTriage,Healthcare,National Hospital Ambulatory Medical Care Survey (NHAMCS),www.cdc.gov
SEC,,Federal Open Data,General,,,IVES Group Inc,Data/Technology,EDGAR,http://www.sec.gov/edgar.shtml
Administrative Office of the United States Courts,AO,Federal,General,,http://www.uscourts.gov/,IVES Group Inc,Data/Technology,Public Access to Court Electronic Records (PACER),http://www.pacer.gov/
Department of Labor,DOL,Federal,Employee Benefits Security Administration,EBSA,http://catalog.data.gov/organization/esba-dol-gov,IVES Group Inc,Data/Technology,ERISA Forms 5500,http://www.dol.gov/ebsa/5500main.html
Multiple federal data sources,,Federal,General,,,IVES Group Inc,Data/Technology,Public Company Accounting Oversight Board (PCAOB),http://pcaobus.org/inspections/reports/pages/default.aspx
Executive Office of the President,EOP,Federal,Office of Management and Budget,OMB,http://catalog.data.gov/organization/omb-eop-gov,IVES Group Inc,Data/Technology,Federal Audit Clearinghouse/Office of Management and Budget (Single Audit Non-Profit Data),
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,IVES Group Inc,Data/Technology,Federal Audit Clearinghouse/Office of Management and Budget (Single Audit Non-Profit Data),
Department of Homeland Security,DHS,Federal,U.S. Coast Guard,,http://catalog.data.gov/organization/uscg-mil,IW Financial,Finance & Investment,National Response Center's Emergency Response Notification System,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,IW Financial,Finance & Investment,Toxic Release Inventory,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,IW Financial,Finance & Investment,EnviroFacts,
Department of Labor,DOL,Federal,Bureau of Labor Statistics,BLS,http://catalog.data.gov/organization/bls-gov,JJ Keller,Business & Legal Services,injury and illness records,
Department of Labor,DOL,Federal,Occupational Safety and Health Administration,OSHA,http://catalog.data.gov/organization/osha-dol-gov,JJ Keller,Business & Legal Services,injury and illness records,
Multiple government open data sources,,Other,General,,,J.P. Morgan Chase,Finance & Investment,Combines federal financial and economic data with credit card and transactional data on their customers to develop insights into consumer trends.,
Palo Alto,PA,City/County,General,,http://data.cityofpaloalto.org/,"Junar, Inc.",Data/Technology,City of Palo Alto Development Center Permits,http://bit.ly/YG1mm4
California,CA,State,General,,http://data.ca.gov/,"Junar, Inc.",Data/Technology,Finance Data City of Cupertino,http://bit.ly/13Gii8P
Multiple city and local data sources,,City/County,General,,,"Junar, Inc.",Data/Technology,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Junyo,Education,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Jurispect,Business & Legal Services,,
Consumer Financial Protection Bureau,CFPB,Federal,General,,http://catalog.data.gov/organization/cfpb-gov,Jurispect,Business & Legal Services,,
Department of the Treasury,,Federal,General,,http://catalog.data.gov/organization/treasury-gov,Jurispect,Business & Legal Services,,
Commodity Futures Trading Commission,CFTC,Federal,General,,http://catalog.data.gov/organization/cftc-gov,Jurispect,Business & Legal Services,,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,Jurispect,Business & Legal Services,,
Federal Communications Commission,FCC,Federal,General,,http://catalog.data.gov/organization/fcc-gov,Jurispect,Business & Legal Services,,
Department of Transportation,DOT,Federal,General,,http://catalog.data.gov/organization/nhtsa-dot-gov,Jurispect,Business & Legal Services,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Jurispect,Business & Legal Services,,
Department of Justice,DOJ,Federal,General,,http://catalog.data.gov/organization/doj-gov,Jurispect,Business & Legal Services,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,Jurispect,Business & Legal Services,,
Federal Reserve Board,FED,Federal,General,,http://catalog.data.gov/organization/frb-gov,Jurispect,Business & Legal Services,,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Kaiser Permanante,Healthcare,GPS data,
Multiple city and local data sources,,City/County,General,,,Kaiser Permanante,Healthcare,public data to provide context and geolocation for a Location API on its facilities.,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,Prospective Payment System,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,Hospital Compare,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,Medicaid State Drug Utilization,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,Medicare Provider Charge Data,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,National Plan and Provider Enumeration System,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,National Plan and Provider Enumeration System Orgs,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,karmadata,Healthcare,ClinicalTrials.gov,http://clinicaltrials.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,karmadata,Healthcare,RePORTER Grant Database,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,karmadata,Healthcare,PubMed,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,Adverse Events Reporting System,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,Bioresearch Monitoring Information System,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,Clinical Investigator Inspection List,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,Devices@FDA,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,Drugs@FDA and Orange Book,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,FDA Orphan Drugs,
Department of Health and Human Services,HHS,Federal,Food and Drug Administration,FDA,http://www.fda.gov/,karmadata,Healthcare,National Drug Code Directory,
Department of Health and Human Services,HHS,Federal,Centers for Disease Control and Prevention,CDC,http://www.cdc.gov/,karmadata,Healthcare,National Survey of Ambulatory Surgery,
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,karmadata,Healthcare,USPTO Applications (2005-Present),
Department of Commerce,USDC,Federal,US Patent and Trademark Office,USPTO,http://catalog.data.gov/dataset?q=organization:uspto-gov,karmadata,Healthcare,USPTO Grants (2005-Present),
Department of Transportation,DOT,Federal,Federal Motor Carrier Safety Administration,FMCSA,http://catalog.data.gov/organization/fmcsa-dot-gov,Keychain Logistics Corp.,Transportation,,
California,CA,State,General,,http://data.ca.gov/,"KidAdmit, Inc.",Education,Community Care Licensing,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,KLD Research,Finance & Investment,"Uses environmental, social, and governance (ESG) data.",
Multiple government open data sources,,Other,General,,,Knoema,Data/Technology,,
Multiple federal data sources,,Federal,General,,,Knowledge Agency,Research & Consulting,,
Multiple government open data sources,,Other,General,,,KPMG,Business & Legal Services,,
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,Kroll Bond Ratings Agency,Finance & Investment,,
Department of the Treasury,,Federal,General,,http://catalog.data.gov/organization/treasury-gov,Kroll Bond Ratings Agency,Finance & Investment,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,kWhOURS,Housing/Real Estate,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,kWhOURS,Housing/Real Estate,Commercial Buildings Energy Consumption Survey,http://www.eia.gov/consumption/commercial/
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,kWhOURS,Housing/Real Estate,Commercial Buildings Energy Consumption Survey,http://www.eia.gov/consumption/commercial/
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Kyruus,Healthcare,"physician demographics, credentials, clinical and scientific expertise, utilization, performance, and compliance",
California,CA,State,General,,http://data.ca.gov/,Lawdragon,Business & Legal Services,Databases of Licensed Lawyers,http://www.calbar.ca.gov/Public.aspx
Administrative Office of the United States Courts,AO,Federal,General,,http://www.uscourts.gov/,Lawdragon,Business & Legal Services,Public Access to Court Electronic Records (PACER),http://www.pacer.gov/
Multiple government open data sources,,Other,General,,,Legal Science Partners,Business & Legal Services,,
Multiple federal data sources,,Federal,General,,,(Leg)Cyte,Governance,,
Multiple government open data sources,,Other,General,,,"LegiNation, Inc.",Governance,50 state legislatures (plus Congress and DC),
Multiple government open data sources,,Other,General,,,"LegiNation, Inc.",Governance,Bills from all 50 states,
Multiple federal data sources,,Federal,General,,,LegiStorm,Governance,Uses U.S. House and Senate public records.,
Multiple government open data sources,,Other,General,,,Lenddo,Finance & Investment,,
Multiple government open data sources,,Other,General,,,Lending Club,Finance & Investment,Public record on bankruptcies and judgments,
Multiple federal data sources,,Federal,General,,,Level One Technologies,Data/Technology,"Provides Parrascope, software to help schools track relevant federal spending.",
Multiple state data sources,,State,General,,,Level One Technologies,Data/Technology,"Provides Parrascope, software to help schools track relevant state spending.",
Multiple government open data sources,,Other,General,,,LexisNexis,Business & Legal Services,"Property records, Criminal Records, Bankruptcies, Tax Liens, Judgments, Death Record",
Multiple government open data sources,,Other,General,,,Liberty Mutual Insurance Cos.,Insurance,,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Lilly Open Innovation Drug Discovery,Scientific Research,,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Liquid Robotics,Geospatial/Mapping,GPS data,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Locavore,Food & Agriculture,GPS data,
Department of Agriculture,USDA,Federal,Agricultural Marketing Service,AMS,http://catalog.data.gov/organization/ams-usda-gov,Locavore,Food & Agriculture,Farmers Markets Geographic Data,https://explore.data.gov/Agriculture/Farmers-Markets-Geographic-Data/wfna-38ey
Securities and Exchange Commission,SEC,Federal,General,,http://catalog.data.gov/organization/sec-gov,"LOGIXDATA, LLC",Finance & Investment,,
Multiple city and local data sources,,City/County,General,,,LoopNet,Housing/Real Estate,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,"Loqate, Inc.",Geospatial/Mapping,,
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,LoseIt.com,Lifestyle & Consumer,,
Multiple government open data sources,,Other,General,,,LOVELAND Technologies,Data/Technology,,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,Lucid,Energy,NOAA weather data across the U.S.,
U.S. Environmental Protection Agency,EPA,Federal,General,,http://catalog.data.gov/organization/epa-gov,Lucid,Energy,EPA/DOE electricity cost and emissions data by state,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Lucid,Energy,EIA electricity cost and emissions data by state,http://www.eia.gov/
Multiple city and local data sources,,City/County,General,,,Mango Transit,Geospatial/Mapping,,
Department of the Interior,DOI,Federal,U.S. Geological Survey,USGS,http://catalog.data.gov/dataset?q=organization:usgs-gov,MapBox,Geospatial/Mapping,Landsat,http://landsat.usgs.gov
Department of Agriculture,USDA,Federal,General,,http://catalog.data.gov/organization/ams-usda-gov,MapBox,Geospatial/Mapping,National agriculture imagery program (NAIP),http://www.fsa.usda.gov/FSA/apfoapp?area=home&subject=prog&topic=nai
Multiple government open data sources,,Other,General,,,Maponics,Geospatial/Mapping,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Maponics,Geospatial/Mapping,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,MapQuest,Geospatial/Mapping,,
Multiple city and local data sources,,City/County,General,,,MapQuest,Geospatial/Mapping,,
National Aeronautics and Space Administration,NASA,Federal,Jet Propulsion Laboratory,JPL,http://catalog.data.gov/organization/jpl-nasa-gov,"Marinexplore, Inc.",Geospatial/Mapping,OurOcean Group High-Resolution Sea Surface Temperature,http://podaac.jpl.nasa.gov/dataset/JPL_OUROCEAN-L4UHfnd-GLOB-G1SST
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,Atlantic Oceanographic and Meteorological Laboratory,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,CoastWatch,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,National Climatic Data Center,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,National Coastal Data Development Center,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,National Data Buoy Center,
Department of Commerce,USDC,Federal,National Oceanic and Atmospheric Administration,NOAA,http://catalog.data.gov/organization/noaa-gov,"Marinexplore, Inc.",Geospatial/Mapping,National Geophysical Data Center,
