company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
link-digital,Link Digital,www.linkdigital.com.au,2001,Canberra,ACT,au,2612,1-10,Private,Managed Services,"Consulting, Government contract, Managed Services","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Consumer empowerment, Educational opportunity, Good governance","As a company we are dedicated to the spirit of open communities and are lead by the principles of openness, participation and collaboration.

Link Digital has over 13 years experience working with enterprise clients on service contracts and complex projects. Our more recent experience on major open data portals within Australia has provided insight into platform requirements that have gone on to fuel our product roadmap for CKAN Galvanize.

Link is a Gold Member of the CKAN Association, a supporting partner of the Drupal Association and has established credentials as a Government Authorized and Advanced Consulting Partner of Amazon Web Services.

Director, Steven De Costa, is on the Board of Open Knowledge Australia and in the Steering Group for the CKAN Association. He is also the Community and Communications Team Lead for the CKAN Association and a National Organizer for GovHack.

Link’s notable open data contracts include hosting and support for data.gov.au, data.vic.gov.a, data.sa.gov.au and ongoing support for data.nsw.gov.au.","Link Digital is active in the open data community and provides technology, services and solutions to a rapidly growing global market.",101+,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, International/Global Development, Legal, Manufacturing, Positioning/GPS, Science and Research, Public Safety, Tourism, Transportation, Weather","We host and manage data.gov.au, data.vic.gov.au and data.sa.gov.au. We manage data.nsw.gov.au. Under these managed service agreements we are a trusted adviser to our clients and consult on data publishing, governance and use cases.

We have established a PaaS product via www.datashades.com for international expansion.
ref: http://datashades.com/ckan-galvanize/our-ckan-managed-platform/

We are currently developing a data first media platform to disrupt the existing market for data asset management systems - this is being deployed as a whole of Government video and image library for ACT Government and the Canberra community.
Ref: http://www.linkdigital.com.au/news/2014/11/a-ckan-based-data-first-media-platform-dfmp-meets-the-challenge/

We contribute to the CKAN project and help to steer the technical roadmap while also contributing to broad community development.
ref: http://ckan.org/about/members/","[u'Cost efficiency', u'New or improved product/service', u'Job growth', u'Revenue growth', u'Identify new opportunities']","Link Digital is 100% privately owned by the Director's family. Global expansion is projected over 2015. Link hods the majority of the Australian market for open data managed services via data.gov.au, data.vic.gov.au, data.sa.gov.au and data.nsw.gov.au contracts.

We launched a PaaS brand via datashades.com for international expansion on 21 February 2015.

Average top line revenue growth since establishment has been in the order of $100k per year. This was doubled in the last financial year and is on track to quadruple within the current year. After validating the market opportunity for international contracts we expect to seek private equity funding for further expansion.",2015-07-15 19:31:34.641720
omnilink,Omnilink,http://www.omnilink.com.au/,1987,Sydney,NSW,au,2122,11-50,Private,Geospatial/Mapping,"Consulting, Data analysis for clients, Government contract, Lead generation to other businesses, Software licensing, User fees for web or mobile access","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Educational opportunity, Good governance","OMNILINK is a successful property and location data management company, which has provided enterprise data management and integration services to clients for over 25 years. The company has developed specific expertise and skills in the acquisition, collation and management of data for Government, Education, Aged-Care and Business. OMNILINK has offices across Australia and New Zealand, and is now working with new customers in the United Kingdom.
OMNILINK transforms data into intelligent accessible information with location for smarter management decisions

OMNILINK provides property and location data management solutions which can help you to:

Integrate your datasets to provide greater intelligence
Interact with information at a higher level than ever before
Inform and empower your organisation through cohesive data management",OMNILINK transforms data into intelligent accessible information with location for smarter management decisions,11-50,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Geospatial/Mapping, Government Operations, Housing, Positioning/GPS, Public Safety, Transportation",,"[u'Cost efficiency', u'New or improved product/service', u'Revenue growth', u'Identify new opportunities', u'New/improved research']",,2015-07-15 19:21:00.243593
pacific-data-systems-pty-ltd,Pacific Data Systems Pty Ltd,www.pacdatasys.com.au,1984,Brisbane,QLD,au,4113,11-50,Private,Data/Technology,"Government contract, Manufacture of electronic instrumentation for industrial and scientific applications",Business to Business,"Environment and climate change, Good governance","Pacific Data Systems Pty Ltd (PDS) provides reliable, cost effective and timely solutions in the areas of environmental monitoring, data acquisition, scientific and industrial instrumentation remote computing and systems integration.

In 1984, we began marketing the dataTaker range of data loggers and the Texas Instruments 'Professional' range of technical computers as data acquisition and data processing solutions for customers in the industrial, manufacturing, scientific, geophysical, engineering, mining and defence industries.

Today that same focus continues, but our range of products and services has expanded substantially, to the extent that we are now one of the major specialist providers of these products and services in the Southern Hemisphere.

With the assistance of our technology partners we work with our customers to design, develop and implement systems and solutions that take a structured and disciplined approach to fulfilling their needs.

Where possible, we seek to take advantage of newly-emerging technologies that improve their operational capabilities. This approach lowers the customer's total cost of ownership and assists them in managing and maximising their organisations' performance and capabilities
","Innovative, self-sufficient, providing solutions using proven technology that is simple to use and understand by our end users.",,,,[],Approximately 5-7 Million in revenue per annum and is dependent on government contracts.,2015-07-15 19:22:33.438034
parklands-albury-wodonga-ltd,Parklands Albury Wodonga Ltd,www.parklands-alburywodonga.org.au,1997,Wodonga,VIC,au,3690,1-10,Nonprofit,Environment & Weather,"Contributions/Donations, Government contract, Philanthropic grants","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Educational opportunity, Environment and climate change, Good governance, Public safety","Parklands Albury Wodonga is a community managed, community driven social enterprise.  For nearly two decades, our social enterprise has proactively created opportunities to address complex social issues through the process of tackling environmental challenges.
Communities have a right to access public land.  Our social enterprise works with neighbours, local communities and Friends Groups to negotiate and establish access to waterways, rail trails and other corridors.  
Communities’ have a responsibility to care for public land. Our social enterprise connects communities to nature through bringing together people from diverse backgrounds, ages, abilities and cultures, working together with businesses, neighbours and all levels of government.
","Community managed, community driven social enterprise that takes a people first approach to tacking complex social and environmental challenges.",11-50,"Demographics & Social, Economics, Education, Environment, Geospatial/Mapping, Health/Healthcare, Positioning/GPS, Science and Research, Public Safety, Tourism","Mapping data (cadastres, polygons and aerial images).  This is used to work with community groups and government to plan, implement and report on environmental restoration projects.
Mapping data is also used to develop maps that are publicly accessible about all the parks in the region and the locations of various tracks and trails.
Various statistics are used for both seeking funds, justifying projects and in measuring the ""social return on investment"" of our organisation and our social impact.  This also helps us to guide where we allocate our scarce resources.","[u'Cost efficiency', u'New or improved product/service', u'Revenue growth', u'Identify new opportunities', u'New/improved research']","2/3rd income generated through delivering environmental goods and services
1/3rd income generated from non-government sources",2015-07-15 19:15:33.298178
peclet-technology-pty-ltd,Peclet Technology Pty Ltd,http://www.peclet.com.au/,2014,North Sydney,NSW,au,2060,1-10,Public,Data/Technology,"Consulting, Software licensing",Business to Business,Citizen engagement and participation,"We’ll help you share any data...
Static or real time, small or big, structured or unstructured
...with anyone...
your clients, your community, your business partners, your internal stakeholders  
...and bring it to life
through maps, charts, graphs and APIs
",We provide a cloud based open data platform for organisations to store and share data with their ecosystem.,1-10,can be any dataset,We primarily enable organisations to open their data by providing them with the platform to do it. We also use open data through our blog (blog.opendataaustralia.com.au) where we generate visualisations of publicly available datasets. One of our data visualisation work was  recently presented in a newspaper at http://www.themercury.com.au/news/tasmania/tassies-crash-hotspots-revealed-railway-roundabout-comes-in-at-number-one/story-fnj4f7k1-1227266875971,[u'Revenue growth'],,2015-07-15 19:29:33.957479
polygeo,PolyGeo,polygeo.com.au,2012,Brisbane,QLD,au,4011,1-10,Private,Geospatial/Mapping,"Consulting, Contributions/Donations, Government contract","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Educational opportunity, Environment and climate change","PolyGeo provides specialist ArcGIS services (training, consulting and technical support) of high quality at affordable prices to clients in Brisbane, Queensland, Australia and internationally.","PolyGeo provides specialist ArcGIS services (training, consulting and technical support) to clients in Brisbane, Queensland, Australia and internationally.",1-10,Geospatial/Mapping,"For training courses I use QGIS (Queensland Government Information Service) geospatial datasets.  I have written, delivered and/or published instructor-led, self-paced and eLearning video courses which are sold mainly in Queensland, but some interstate and a few overseas.  These include use of the Queensland and NSW Globes.","[u'Cost efficiency', u'New or improved product/service', u'Revenue growth']",Sole Trader with no plans to incorporate.  No outside investment.  Low overheads and modest revenue not expected to exceed $200K p.a. in next few years.,2015-07-15 19:13:50.279322
psma-australia-limited,PSMA Australia Limited,http://www.psma.com.au/,1992,Canberra,ACT,au,2603,11-50,Public,Data/Technology,"Database licensing, Subscriptions","Business to Business, Business to Government","Citizen engagement and participation, Consumer empowerment, Financial access, Healthcare access, Public safety","PSMA Australia offers authoritative, national location data sets and related services, which underpin an ever-expanding range of business solutions and government services.
Our flagship product, G-NAF, is Australia’s only authoritative, geocoded physical address file. G-NAF is complemented by data sets of roads, cadastre parcels, administrative boundaries, features of interest and more.
Used together, or separately, PSMA data sets and delivery web services provide the geographic context that enables effective decision-making and innovation based on quality location data.",Our Vision: to be Australia’s most trusted and accessible source of location resources by providing our customers with core location resources that enable effortless improvement.,11-50,"Demographics & Social, Environment, Geospatial/Mapping, Housing, Transportation",Open data forms a source of content for creating digital mapping and location related datasets and services for our clients.,"[u'New or improved product/service', u'creates market confusion, reduces confidence, challenges funding required for quality improvements']",PSMA Australia Limited is an unlisted public company limited by shares and there is one share held by each of the nine governments of Australia. PSMA Australia is a for-profit company operating commercially and without any government funding or shareholder capital. The company has no debt. It has grown from sub-$1m revenues in 2001 to expected revenues of ~$12m for FY14/15.,2015-07-15 19:25:28.785238
publicknowledge,PublicKnowledge,www.publicknowledge.com.au,2013,Canberra,ACT,au,2614,1-10,Private,Data/Technology,ACT Government Grant,"Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Good governance, Efficiency and Effectiveness of government budgeting","Vision: To be part of an on-line collaborative democracy.

Mission: To create a clearinghouse of budget and operational information which informs policy and budget analysis.",PublicKnowledge.com.au is an online clearinghouse for Federal Government budget and operational information.,101+,"Government Operations, Budget Data, Organisation Charts, Parliament & Committee structures and responsibilities","Comparing the expenses of government departments:
http://tinyurl.com/o9t5asd

Work Breakdown structure for the Programmes that Miniser Turnbull has responsibilities:
http://tinyurl.com/qhodvpe
","[u'New or improved product/service', u'New/improved research']",Funded by ACT government grant & sweat equity.,2015-07-15 19:29:10.676253
revelation-computing-pty-ltd,Revelation Computing Pty Ltd,http://www.revcomputing.com/,1975,Brisbane,QLD,au,4034,1-10,Private,Data/Technology,Software licensing,Business to Consumer,Public safety,Develop mobile apps for education and consumer use,Mobile app developer,1-10,"Education, Transport and Local Government",QLD SpeedZones uses data supplied by Education QLD to warn drivers when approaching a school zone. Council and Transport Dept. data is used to ascertain the dates and times that schools are in operation,[u'New or improved product/service'],Small one man company,2015-07-15 19:11:53.702131
rhino-linings-australasia-pty-ltd,Rhino Linings Australasia Pty Ltd,www.rhinolinings.com.au,2001,"Molendinar, Gold Coast",QLD,au,4214,11-50,Private,Mining/Manufacturing,manufacturing,"Business to Business, Business to Consumer, Business to Government",infrastructure protection,"Manufacturer and Distributor of spray applied Polyurethane and Polyurea chemicals and spray equipment for military, mining, waste water, potable water, building encapsulation, waterproofing and flooring applications throughout Australia, NZ, SE Asia and the Middle East.","Specialised Coatings Manufacturer, Applicator and exporter",11-50,"Business, Consumer, Energy, Environment, Government Operations, Housing, International/Global Development, Manufacturing, Transportation","We use open data to assess projects, develop communication with Govt agencies(both federal, State and local)and plan strategies for future coatings opportunities","[u'Cost efficiency', u'New or improved product/service', u'Job growth', u'Revenue growth', u'Identify new opportunities', u'New/improved research']",Now wholly owned by our USA parent company,2015-07-15 19:20:25.717485
ria-mobile-gis,RIA Mobile GIS,www.riamobilegis.com.au,2000,Hobart,TAS,au,7000,1-10,Private,Data/Technology,"Consulting, Government contract","Business to Business, Business to Government","Environment and climate change, Public safety","RIA Mobile GIS is a unique business that focuses on information systems for field workers and the business operations that support them.

Our dynamic and innovative team specialise in the technologies that enable field service management including global positioning systems (GPS) and geographic information systems (GIS).

We work mainly for businesses that plan, maintain and operate assets and infrastructure such as roads, railways and pipelines as well as natural resource management groups that manage the environment.  The organisations that we serve all have a common need for up to date and timely information about the location and status of the features they manage. At the core of our systems are established commercial off the shelf products that we combine and integrate to suit the needs of each individual business or organisation.  We write systems, orchestrate data flows, ensure information arrives where and when it is needed and provide training.

We are based in Hobart and supply systems, expertise and services throughout Australia from the Antarctic Division based in Southern Tasmania to the bauxite mine in Nhulunbuy in the Northern Territory.",RIA Mobile GIS focuses on information systems for field workers and the business operations that support them.,1-10,"Geospatial/Mapping, Positioning/GPS",Our business primarily provides services around geographic information systems.  Geographic data is at the core of these systems and it is typically sourced from state government mapping agencies.  These data have gradually become more open over the past years making it much more easily accessible by our clients and less of a hurdle to developing systems for them.,"[u'Cost efficiency', u'New or improved product/service', u'Job growth']",,2015-07-15 19:24:59.282187
rightship-pty-ltd,RightShip Pty Ltd,www.rightship.com,2001,Melbourne,VIC,au,3000,11-50,Private,Shipping,"Data analysis for clients, Subscriptions",Business to Business,"Environment and climate change, Vessel safety","Since inception in 2001,RightShip has helped to significantly improve global maritime safety standards. 

RightShip's comprehensive online risk management platform, together with the maritime expertise of our vetting team, helps customers to manage risk by identifying and eliminating substandard ships from their supply chain.

RightShip was formed to improve dry bulk safety and quality standards, drawing on the significant ship vetting expertise of global commodity companies. Today, RightShip also provides vetting services and OCIMF SIRE inspections to the petroleum, chemical and gas sectors.

2015 will see the launch of RightShip's new risk management platform, Qi (pronounced 'key') which harnesses big data and predictive analytics to further enhance the safety and environmental sustainability of our customers' supply chain.

RightShip helps the maritime industry avoid preventable incidents by condensing information, providing rapid and consistent analysis and advice, monitoring and complying with international standards, and bringing expert support and advice within the reach of even the smallest business. 
",RightShip provides the maritime industry with an online risk management and environmental assessment tool.,,,,[],"2014-15
Total income (est) $29M
Net profit (est)$3.3M

RightShip is owned by equal-equity partners BHP Billiton, Rio Tinto and Cargill.

",2015-07-15 19:12:59.019794
smartcast-pty-ltd-trading-as-canberra-iq,SmartCast Pty Ltd (trading as Canberra IQ),www.canberraiq.com.au,2011,Canberra,ACT,au,2600,1-10,Private,Media,Subscriptions,"Business to Business, Business to Consumer, Business to Government",,"Canberra IQ delivers the most comprehensive and efficient e-digest of Australian federal politics and policy.
Twice-daily email bulletins from the Canberra Press Gallery provide links to the direct output of politicians, agencies, and interest groups.
The majority of our content is not reported by other media - we provide links to the sources of their stories and to sources of many stories they don’t report.

History
Starting in 2007 as Science Media, we pioneered online delivery of news from Parliament House.
We developed the Smartcast system to:
•	simultaneously send subscribers content targeted to their needs 
•	store all content for their future reference
Our searchable database is available to subscribers immediately, and publicly available after 4 weeks.
Subscribers range from individuals to organisations who forward our service to staff or stakeholders. 
They all have two needs in common:
•	to know what is happening in Canberra 
•	to know more than other media tell them 
","Canberra IQ delivers links to the direct output of politicians, agencies, and interest groups, provided via email bulletins and a searchable database to paying subscribers.
",101+,"Agriculture & Food, Business, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, International/Global Development, Legal, Manufacturing, Science and Research, Tourism, Transportation, Weather","Data provided free online by politicians, agencies and others is the source of our product content. A sample from today's Early Edition (the links may not work from this form):
GENERAL
The PM discussed several issues in a Horsham doorstop interview. [Full Text] 
Treasurer Joe Hockey was interviewed on Lateline. [Full Text] 
Treasurer Hockey was interviewed on ABC Sydney. [Full Text] 
Bill Shorten discussed several issues in a doorstop interview. [Full Text] 
Mr Shorten has discussed higher education policy and other issues in a speech at Monash U. [Full Text] 
Shadow Minister Jason Clare has said Minister Malcolm Turnbull showed his auditions to become PM are not limited to the ABC's Q&A. [Full Text] 
The AEC invited suggestions on redistribution of federal electoral boundaries in WA. [Full Text] 
EDUCATION / RESEARCH
Minister Christopher Pyne addressed the 2015 Universities Australia conference. [Full Text] 
Shadow Minister Kim Carr addressed the Universities Australia conference. [Full Text] 
Vice-chancellors Michael Spence and Glyn Davis and the president of the National Union of Students were interviewed on 7.30. [Full Text] 
",[u'New or improved product/service'],"Not very much, need more customers, please take a free trial.
www.canberraiq.com.au
",2015-07-15 19:30:30.576017
solais-geoinformatics-pty-ltd,Solais Geoinformatics Pty Ltd,solais.com.au,2015,Perth,WA,au,6000,"10,001+",N/A,N/A,NA,N/A,NA,NA,NA,101+,NA,NA,[u'NA'],NA,2016-04-05 19:54:17.488225
southern-new-england-landcare,Southern New England Landcare,http://snelcc.org.au/web3/,1993,Armidale,NSW,au,2350,1-10,Nonprofit,Environment & Weather,"Contributions/Donations, Membership fees, Philanthropic grants, Government grants",Organisation to community,"Citizen engagement and participation, Educational opportunity, Environment and climate change, Food access and supply","Our mission is to lead, connect and enable our communities to meet their sustainable living goals.","Our mission is to lead, connect and enable our communities to meet their sustainable living goals.",11-50,"Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Positioning/GPS, Weather",Geographic information from public databases to support on ground works,"[u'New or improved product/service', u'New/improved research']",n/a,2015-07-15 19:15:51.566236
spatial-vision,Spatial Vision,www.spatialvision.com.au,1999,Melbourne,VIC,au,3000,11-50,Private,Geospatial/Mapping,"Consulting, Data analysis for clients, Government contract","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Consumer empowerment, Educational opportunity, Environment and climate change, Good governance, Healthcare access, Housing access, Public safety","Spatial Vision is a leading specialist in information and spatial technologies. Integrating geographic and organisational data, we provide business systems, advanced spatial analyses, reliable planning systems and practical mapping applications to address some of the country’s most pressing environmental, economic and resource issues.

Combining the latest tools and techniques with years of innovation and experience, the company has implemented some of Australia’s landmark spatial technology projects.

Our award-winning solutions assist our clients to better manage their natural assets, respond to emergencies, understand markets, target customers and deliver high-quality products and services.",Spatial Vision is a leading specialist in information and spatial technologies.,,,,[],Majority share holding owned by staff.,2015-07-15 19:33:54.246811
state-library-of-queensland-,State Library of Queensland ,www.slq.qld.gov.au,1896,Brisbane ,QLD,au,4101,201-500,Government ,Library ,Government ,Business to Consumer,"Citizen engagement and participation, Consumer empowerment, Educational opportunity","State Library of Queensland plays a lead role in serving all Queenslanders, through state-wide library services and partnerships with over 340 public libraries, including 23 Indigenous Knowledge Centres (IKCs).
Founded in 1896, we have become a bold and adventurous 21st century library driven by a commitment to access for all.
SLQ belongs to the people of Queensland. It is an inclusive and welcoming place for all, a trusted source for information, and a place for intellectual freedom, a cornerstone of democracy and custodian of Queensland’s memory.
SLQ is a ‘knowledge bank’ and vital community resource, as much a physical as well as a virtual place for sharing, learning, collaborating, and creation. As a community hub for democracy in action, here everyone is encouraged to have a voice.
State Library has a vital role in preserving and sharing Queensland's history, collecting contemporary and retrospective content that chronicles events, people, places and ideas that continue to shape Queensland.
","SLQ is an inclusive and welcoming place for all, a trusted source for information, place for intellectual freedom  and custodian of Queensland’s memory.",,,,[],,2015-07-15 19:34:27.451007
strategy,Strategy&,http://www.strategyand.pwc.com/,2013,Sydney,NSW,au,2000,51-200,Private,Commercial and Govt Consulting,"Consulting, Government contract","Business to Business, Business to Government","Good governance, Strategy& provides a range of pro-bono consulting for 'not-for-profit'","Together, PwC and Strategy& are helping clients develop practical strategies to address their biggest challenges – and turn ideas into action

PwC and Strategy& (formerly Booz & Company) have come together to form a new kind of consulting business. As part of the PwC network, Strategy& will be a leading strategy firm in its own right and help PwC as a whole become the pre-eminent strategy-through-execution firm.

What PwC and Strategy& create together will be unique. We’ll offer clients something they can’t get elsewhere: a combination of strategy consulting expertise, and a proven track record of delivery, with unrivalled global scale and experience.

Clients will be able to get practical strategy advice from people who understand the opportunities and risks involved in implementation – and strategic execution skills from people who understand the context.","A top tier, global  management consulting firm that helps clients with their most challenging and complex problems.",51-100,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Finance, Government Operations, Health/Healthcare, International/Global Development, Manufacturing, Public Safety, Transportation, Defence","Strategy& uses open data as a foundation for a significant component of our analysis. This data is wide ranging and examples include workforce related data from the ABS,economic indices from the Department of Finance, Defence project information from the DMO and strategy documents from the Department of Immigration and Border Protection.  ","[u'Cost efficiency', u'Revenue growth', u'Identify new opportunities', u'New/improved research']","PWC global revenue for FY14 was ~$34 billion. The Strategy& portion of this is about $1 billion.

PWC and Strategy& are wholly owned by the Partners.",2015-07-15 19:32:35.315144
survey-graphics,Survey Graphics,www.surveygraphics.com.au,1987,PERTH,WA,au,6154,1-10,Private,Geospatial/Mapping,Consulting,"Business to Business, Business to Consumer, Business to Government","Environment and climate change, Public safety","SURVEY GRAPHICS is primarily a mapping (aerial survey) organisation working with remotely sensed data (aerial & terrestrial imagery, LiDAR, radar, satellite & multi-spectral data) on a day-to-day basis. 
In particular our extensive experience includes mapping detailed sites such as complete TOWNSITES, extensive IRRIGATED AREAS, a complete ISLAND NATION, expansive OIL EXPLORATION BLOCKS, extensive operational MINE & LANDFILL SITES, as well as EXTENSIVE ROAD CORRIDORS, Commercial Forests, shopping centres and commercial precincts, colleges and surrounding grounds, parks & gardens & excavation/quarry sites. In most cases the completed data supplied by SURVEY GRAPHICS is required as the basis of a spatial information system (SIS or GIS) and is generally accompanied by seamless ORTHOPHOTO MOSAICS in digital formats as a pictorial backdrop to the vector data layers.
 
We believe that the services we offer are good value for the quality product that we supply.  We also believe that our costs do become more competitive as we develop further in-house techniques to improve production and quality.
",SURVEY GRAPHICS is primarily a mapping (aerial survey) organisation working with remotely sensed data on a day-to-day basis.,1-10,"Geospatial/Mapping, Positioning/GPS","AERIAL PHOTOGRAPHY ACQUIRED BY STATE & COMMONWEALTH GOVERNMENT AGENCIES.
GEODETIC (3D POSITION) DATA.",[u'Cost efficiency'],"PAST ANNUAL REVENUES RANGE FROM $4M TO $0.5M
OUTSIDE OF AUSTRALIA INVESTMENT OF ABT $300K
NO INVESTORS OR PARTNERS",2015-07-15 19:19:56.812152
transittimes,TransitTimes+,www.transittimesapp.com,2010,Adelaide,SA,au,5000,1-10,Private,Data/Technology,Software licensing,Business to Consumer,Consumer empowerment,We provide public transportation data on iOS and Android to commuters Australia wide using open data.,We provide public transportation data on iOS and Android to commuters Australia wide using open data.,101+,Transportation,The databases in our app used to provide scheduled and real-time transit data use open data sets from respective transit agencies,"[u'New or improved product/service', u'Revenue growth', u'Identify new opportunities', u'New/improved research']",,2015-07-15 19:25:17.615221
tripmate,TripMate,http://www.tripmate.info/,2012,Sydney,NSW,au,2026,1-10,Private,Transportation,"Advertising, Consulting, User fees for web or mobile access",Business to Consumer,"Citizen engagement and participation, Environment and climate change",TripMate provides mobile timetable information in a convenient and easily accessible format. It is TripMate's mission to make public transport a viable option for commuters. We believe that cities are more liveable and more enjoyable with every car that is taken off the road because somebody is choosing public transport today. We hope that TripMate is the tool that makes public transport an easy choice for commuters every day.,"Arrive on time with TripMate. 
With the TripMate mobile transportation app in your pocket you have access to transit timetable information anywhere and anytime. ",11-50,"Geospatial/Mapping, Positioning/GPS, Transportation","TripMate is using the GTFS static timetable information provided by Adelaide Metro.
The app is also using the real time information provided by Adelaide Metro.
By combining the two data sets the mobile app is empowering commuters with the most up to date and accurate public transport information available at any time.","[u'New or improved product/service', u'Revenue growth']",,2015-07-15 19:11:40.840804
truii-pty-ltd,Truii Pty Ltd,truii.com,2013,Brisbane,QLD,au,4101,1-10,Private,Data/Technology,"Data analysis for clients, Data wrangling and data overlay platform","Business to Business, Business to Government",Consumer empowerment,"Truii.com is a web based data platform which provides tools for data management, data visualisation and team based data collaboration (see http://blog.truii.com/data-wrangling-small-business/ for an overview video). Truii.com is designed for cross-organizational project teams who are non-data specialists.

",Truii. com allows your team to wrangle their data on line as well as leverage that data by overlaying it with open public data resources..,1-10,"Demographics & Social, Education, Environment, Geospatial/Mapping, Science and Research, Public Safety, Weather",Truii.com wrangles useful open data into a form that makes it easily accessible and republishes it for Truii.com users to access and overlay with their own data.,[u'New or improved product/service'],"The Truii.com Platform is in its final Beta testing stages and will commence commercial trading in 2015. The concepts presented in Truii have been recognized as a valuable contribution to the industry through:
1) Winning a three month 'Germinate' position at the University of Qld iLab startup incubator.
2) Being a recipient of the Brisbane Lord Mayors Budding Entrepreneur Program.
3) Winning Qld Government Open Science Data Competition
4) Winning Qld Government 'Best Commercial App' category for Open data.
",2015-07-15 19:12:08.669287
wattblock,Wattblock,wattblock.com.au,2014,Sydney,NSW,au,2095,1-10,Private,Data/Technology,Lead generation to other businesses,"Business to Business, Business to Consumer, Business to Government, Online to Offline","Citizen engagement and participation, Environment and climate change","Wattblock aims to improve energy efficiency in multi-tenant residential buildings using analytics and big data. Eliminating the need for an onsite energy auditor or plug-in devices, a virtual energy assessment can be completed in a just a few minutes online by anyone living in the building. This can reduce building maintenance levies for owners by 10% as well as reducing carbon emissions at the national level. Wattblock now has sufficient data to assess energy waste in 300,000 buildings across Australia.",Wattblock reduces energy waste in multi-tenant residential buildings using analytics and big data to lower energy costs and carbon emissions,1-10,"Demographics & Social, Energy, Environment, Finance, Positioning/GPS, Weather","Wattblock uses Australian data on housing type, occupancy rates, new building construction, solar proliferation and electricity prices,","[u'Cost efficiency', u'New or improved product/service', u'Identify new opportunities']",Wattblock is a startup company with minimal revenue. Wattblock has received seed funding of $55k. Telstra muru-D is a significant investor. Microsoft CityNext is a significant partner.,2015-07-15 19:27:40.552220
yamatji-marlpa-aboriginal-corporation,Yamatji Marlpa Aboriginal Corporation,www.ymac.org.au,1994,Perth,WA,au,6000,51-200,Nonprofit,Research & Consulting,"Data analysis for clients, Government contract, Philanthropic grants",Business to Consumer,"Citizen engagement and participation, Consumer empowerment","Our Mission

To work with Yamatji and Marlpa Aboriginal people to pursue:

Recognition and acceptance of Yamatji and Marlpa culture in Country.A strong future for Yamatji and Marlpa people and Country

Our Aims

Ensure an enduring Heritage and Culture
Resolve Native Title Claims
Seek outcomes that provide a strong legacy for Yamatji and Marlpa people.

Represent Native Title claimants in Native Title applications. Negotiate heritage agreements with interested parties who wish to operate on native title traditional lands.","As the native title representative body for the Yamatji and Pilbara regions of WA, YMAC is a not-for-profit Aboriginal corporation. ",11-50,"Environment, Geospatial/Mapping, Legal, Positioning/GPS","We consume spatial data from many state and federal government agencies. This includes topographic information, satellite and aerial imagery, tenure information related to tenemnts and mining activity and aboriginal heritage information. The data is used to help develop a wholistic picture of activity on the lands. It is also used for provision of base mapping for surveys and to supplement research efforts.","[u'New or improved product/service', u'Revenue growth', u'Identify new opportunities', u'New/improved research']",We receive funding from Government as a representative body of around $10 million per annum. We also conduct heritage surveys for companies wishing to operate an activity e.g. mining on traditional lands. This can contribute variable amounts per annum but may be above 4-5 million dollars per annum. We also provide legal consultancy services which contribute to revenue.,2015-07-15 19:14:16.518860
