CompanyName,URL,city,STATE,abbrev,companyCategory,descriptionShort
"Morningstar, Inc.",http://www.morningstar.com,Chicago,Illinois,IL,Finance & Investment,"Morningstar, Inc. is a provider of independent investment research in North America, Europe, Australia, and Asia, serving individual investors, financial advisors, asset managers, and retirement plan providers and sponsors. "
Mu Sigma,http://www.mu-sigma.com,Northbrook,Illinois,IL,Data/Technology,"Mu Sigma, one of the world’s largest Decision Sciences and analytics firms, helps companies institutionalize data-driven decision making"
MuckRock.com,https://www.muckrock.com,Boston,Massachusetts,MA,Business & Legal Services,MuckRock makes it easier to file Freedom of Information Act requests so that its clients  can focus on analyzing and reporting on the issues.
Municode,http://www.municode.com,Tallahassee,Florida,FL,Business & Legal Services,"Municode is the nation's largest, most experienced codifier, providing a wealth of legal, editorial, and publishing services for public and private sector customers"
National Van Lines,http://www.nationalvanlines.com,Broadview,Illinois,IL,Transportation,"National Van Lines provides moving services for households, corporate relocation, government and the military. "
Nautilytics,http://www.nautilytics.com,Boston,Massachusetts,MA,Data/Technology,Nautilytics develops software that enables businesses to understand and make informed decisions from complex and dynamic data. 
NavTeq,http://www.navteq.com,Chicago,,Il,Geospatial/Mapping,"NavTeq Map data provides location information for in-car navigation systems, mobile, and other applications."
Nexant,http://www.nexant.com,San Francisco,California,CA,Energy,"Nexant is an independent provider of intelligent grid software and clean energy solutions, with expertise in energy efficiency, demand side management, biomass, geothermal, solar, wind, hydrogen, natural gas, clean coal, and CO2 capture and sequestration."
Next Step Living,http://www.nextstepliving.com,Boston,Massachusetts,MA,Energy,"Next Step Living helps make homes more energy-efficient to lower utility bills, increase comfort, and shrink their carbon footprint."
NextBus,http://www.nextbus.com,Emeryville,California,CA,Transportation,"NextBus is dedicated to providing cost effective, high quality, reliable, real-time transportation information to the passengers and managers of public transit."
Noesis,https://www.noesisenergy.com/site/,Austin,Texas,TX,Energy,"Noesis is a leading web-based platform for energy efficiency projects, used by commercial and industrial energy professionals to unlock billions of dollars of potential energy savings."
North American Van Lines,http://northamericanvanlines.com,Fort Wayne,Indiana,IN,Transportation,"North American Van Lines is a licensed, bonded and insured mover with physical locations throughout North America."
Numedii,http://numedii.com,Palo Alto,California,CA,Scientific Research,NuMedii discovers and de-risks effective new drugs by translating life sciences Big Data into therapies with a higher probability of therapeutic success. 
On Deck Capital,http://www.ondeck.com,Arlington,Virginia,VA,Finance & Investment,On Deck Capital facilitates the borrowing process for small businesses.
On-Ramp Wireless,http://www.onrampwireless.com,San Diego,California,CA,Energy,The On-Ramp Total Reach Network provides the capacity to manage millions of meters on a single network with available capacity for grid automation and warning light monitoring.
OnStar,https://www.onstar.com/web/portal/home?g=1,Warren,Michigan,MI,Geospatial/Mapping,"The OnStar service relies on CDMA mobile phone voice and data communication,  as well as location information using GPS technology, to enable drivers and passengers to contact OnStar representatives for emergency services, vehicle diagnostics and directions."
Onvia,http://www.onvia.com,Seattle,Washington,WA,Governance,"From current and future bidding opportunities, to agency and competitive insights, Onvia gives companies the intelligence they need to win more government business."
FLOODGATE,http://www.floodgate.com/#!,Palo Alto,California,CA,Finance & Investment,Floodgate offers a unique fundraising model that bridges the gap between initial seed money raised from traditional “Angel” investors and the much larger investments that characterize traditional venture capitalists. 
OpenGeo ,http://boundlessgeo.com/#!,New York,New York,NY,Geospatial/Mapping,"The OpenGeo product Boundless builds open source geospatial tools for managing data and building applications, while OpenGeo Suite, its flagship product, powers solutions across the enterprise."
OpenPlans,http://openplans.org,New York,New York,NY,Governance,"OpenPlans builds open source civic infrastructure, collaboating with the public sector to create technology for more efficient, responsive, and inclusive government. "
Opower,http://www.opower.com,Arlington,Virginia,VA,Energy,"Opower provides a customer engagement platform for the utility industry, drawing on government data to help consumers use energy more efficiently."
Optensity,http://www.optensity.com,McLean,Virginia,VA,Data/Technology,Optensity enables users and analysts of big data to easily experiment with it and develop new insights. 
OptumInsight,http://www.optuminsight.com,Eden Prairie,Minnesota,MN,Healthcare,"OptumInsight specializes in improving the performance of the health system by providing analytics, technology and consulting services that enable better decisions and results."
Orbitz,http://www.orbitz.com/,Chicago,Illinois,IL,Transportation,"Orbitz Worldwide, Inc. operates a web site used to research, plan and book travel."
Orlin Research,http://www.orlinresearch.com,Los Angeles,California,CA,Data/Technology,"The mission of Orlin Research, Inc., is to produce software products that multiply the power and efficiency of empirical research in the social sciences, expanding access to complex data sources and to advance the methods of scientific investigation used to analyze them."
OSIsoft,http://www.osisoft.com,San Leandro,California,CA,Data/Technology,"OSIsoft (www.osisoft.com) delivers the PI System, the industry standard in enterprise infrastructure, for management of real-time data and events; the OSIsoft PI System is used in manufacturing, energy, utilities, life sciences, data centers, facilities, and the process industries."
OTC Markets,http://www.otcmarkets.com/home,New York,New York,NY,Finance & Investment,"OTC Markets Group's Open, Transparent and Connected financial marketplaces provide investors with the information necessary to intelligently analyze, value and trade 10,000 U.S. and global securities through the broker of their choice."
Outline,http://outline.com,Somerset,New Jersey,NJ,Governance,Outline's mission is to facilitate constructive dialogue between governments and citizens.
Oversight Systems,http://www.oversightsystems.com,Atlanta,Georgia,GA,Business & Legal Services,"Oversight Systems analyzes company data to return tailored Insights that help identify errors, policy violations, and potential fraud, and opportunities to change or improve processes."
Palantir Technologies,https://www.palantir.com,New York,New York,NY,Data/Technology,Palantir Technologies is working to radically change how groups analyze information.
PatientsLikeMe,http://www.patientslikeme.com,Cambridge,Maryland,MD,Healthcare,"PatientsLikeMe is designed to make healthcare better for everyone through sharing, support, and research"
PeerJ,https://peerj.com,Corte Madera,California,CA,Scientific Research,"PeerJ is an Open Access publisher of scholarly articles that aims to drive the costs of publishing down, while improving the overall publishing experience, and providing authors with a publication venue suitable for the 21st Century. "
Personal Democracy Media,http://personaldemocracy.com,New York,New York,NY,Governance,Personal Democracy Media covers how technology and the Internet are changing democracy in America. 
Personalis,http://www.personalis.com,Menlo Park,California,CA,Scientific Research,Personalis is a contract research organization and genome-scale diagnostics services company pioneering genome guided medicine. 
PEV4me.com ,http://www.pev4me.com,,,,Energy,"PEV4me.com is a destination website for prospective and existing plug-in electric vehicle (PEV) owners, providing information and applications to help educate consumers on PEVs and other renewable energy products."
PlanetEcosystems,http://planetecosystems.com,San Francisco,California,CA,Energy,"Through the P-ECOSYS technology platform, PlanetEcosystems helps utility service providers and others develop deep and engaging relationships with their customers by delivering increased value from their services."
PlotWatt,https://plotwatt.com,Durham,North Carolina,NC,Energy,PlotWatt makes it possible to save money with real-time energy tracking
Politify,https://www.facebook.com/Politify / http://www.politify.us,Berkeley,California,CA,Governance,Politify is the first tool to forecast the financial impacts of political scenarios
Poncho App ,http://poncho.is/register/,New York,New York,NY,Environment & Weather,"Poncho delivers personalized weather reports every morning, tailored to your routine, delivered by email or text."
PowerAdvocate,http://www.poweradvocate.com/index.html,Boston,Massachusetts,MA,Energy,"PowerAdvocate provides market and cost intelligence to energy companies to optimize financial results, combining best-in-class information, innovative technology, and expert services to produce superior market intelligence. "
Practice Fusion,http://www.practicefusion.com,San Francisco,California,CA,Healthcare,"Practice Fusion provides free, web-based electronic health records"
Predilytics,http://www.predilytics.com,Manchester,New Hampshire,NH,Healthcare,"Predilytics is an advanced healthcare predictive analytics product and services company, and is the first to commercially apply to population health the proven machine learning techniques from other demanding industry sectors such as financial services and consumer acquisition. "
Priceline,http://www.priceline.com/,Norwalk,Connecticut,CT,Transportation,Priceline.com is commercial website that claims to help users obtain discount rates for travel-related purchases such as airline tickets and hotel stays.
PricewaterhouseCoopers (PWC),http://www.pwc.com/us/en/index.jhtml,New York,New York,NY,Finance & Investment,PricewaterhouseCoopers has a long history of delivering value-added professional services to our clients; its accounting practice originated in London during the mid-1800's.
Princeton Review,http://www.princetonreview.com,Framingham,Massachusetts,MA,Education,"The Princeton Review helps college and graduate school–bound students achieve their higher-education goals through test-preparation services, tutoring and admissions resources, as well as through online courses and resources and print and digital books."
Procure.io,Procure.io,Oakland,California,CA,Governance,Procure.io is a proven system to make government buying simpler and increase government's access to tech.
ProgrammableWeb,http://www.programmableweb.com,Seattle,Washington,WA,Data/Technology,"ProgrammableWeb aims to be the most authoritative source on all things API related: It maintains the leading directory with over 10,000 APIs and acts as a reference with listings of code libraries, tutorials, product reviews and more. "
Progressive Insurance Group,http://www.progressive.com,Mayfield Village,Ohio,OH,Insurance,"Progressive Insurance provides service that respects customers' time, from auto quotes in about 6 minutes to a superior claims service."
Propeller Health,http://propellerhealth.com,Madison,Wisconsin,WI,Healthcare,Propeller Health enables people with asthma to track their symptoms and triggers and better use their medication.
PublikDemand,http://www.publikdemand.com,Cedar Park,Texas,TX,Lifestyle & Consumer,"PublikDemand helps consumers get what they want by using the power of the collective voice to be valued, respected and heard. "
Quandl,http://www.quandl.com,Toronto,,ON,Data/Technology,"Quandl lets users search over 8,000,000 financial, economic, and social datasets"
Quid,http://quid.com,San Francisco,California,CA,Data/Technology,Quid software helps users explore complex data and networks on technology areas of interest and provides them with the ability to monitor those technology areas as they change over time.
R R Donnelley,http://www.rrdonnelley.com,Chicago,Illinois,IL,Business & Legal Services,"RR Donnelley is a global provider of integrated communications: Drawing on a range of  digital and conventional technologies, the company employs a suite of leading Internet based capabilities and other resources to provide premedia, printing, logistics and business process outsourcing services to clients in virtually every private and public sector."
RAND,http://www.rand.org,Santa Monica,California,CA,Research & Consulting,"RAND focuses on issues including health, education, national security, international affairs, law and business, and the environment. "
Rand McNally ,http://www.randmcnally.com/,Skokie,Illinois,IL,Geospatial/Mapping,"Rand McNally specializes in maps, navigation, road travel, and trip planning; it provides products and services for consumers, the trucking and commercial transportation market, and educators. "
Ranku,http://goranku.com,New York,New York,NY,Education,Ranku is a search engine for online degree programs that incorporates data on the success of their students.
RapLeaf,http://www.rapleaf.com,Evanston,Illinois,IL,Data/Technology,"Rapleaf makes it easy for marketers to access the data they need to personalize content for their customers, fueling marketing automation tools with the necessary data to help brands keep their customers happy and engaged."
Realtor,http://www.realtor.com/?source=web,San Jose,California,CA,Housing/Real Estate,Realtor.com has real estate listings for millions of homes for sale in regions across the United States and Canada. 
Recargo,http://www.recargo.com,Venice,California,CA,Energy,Recargo is a software and services company that provides guidance to drivers and industry to support the adoption and growth of plug-in car technology.
Red Flags ,http://www.redflags.info,,,,Business & Legal Services," This web site lists activities which should raise a 'red flag' of warning to companies of possible legal risks, especially when operating internationally, and the need for urgent action. "
RedFin,http://www.redfin.com,Seattle,Washington,WA,Housing/Real Estate,Redfin is a company of real estate agents and software engineers on a mission to make buying or selling a home better.
RedLaser,http://redlaser.com,San Jose,California,CA,Lifestyle & Consumer,RedLaser is a mobile application that makes it easy to access current deals at local stores or scan to discover if a better price is close by.
Reed Elsevier,http://www.reedelsevier.com/Pages/Home.aspx,New York,New York,NY,Business & Legal Services,"Reed Elsevier is a leading provider of professional information solutions that serves professional customers across industries, helping them make better decisions, get better results and be more productive."
Relationship Science,https://www.relsci.com,New York,New York,NY,Business & Legal Services,"The Relationship Science (RelSci) platform contains robust profiles on over three million important decision-makers and the one million organizations they work with across the public, private, finance, and nonprofit sectors. "
ReportLinker,http://www.reportlinker.com,,,,Data/Technology,ReportLinker is the only search engine to provide official statistics from both public and private sources.
Reputation.com,http://www.reputation.com,Redwood City,California,CA,Business & Legal Services,"Reputation.com gives individuals and businesses the ability to control how they look online, with technology to help them assess their online reputations and  monitor, manage, and secure their information on the Internet."
Resources for the Future,http://www.rff.org/Pages/default.aspx,Washington,District of Columbia,DC,Environment & Weather,Resources for the Future improves environmental and natural resource policymaking worldwide through objective social science research of the highest caliber.
Retroficiency,http://www.retroficiency.com,Boston,Massachusetts,MA,Energy,Retroficiency's mission is to scale energy efficiency in buildings. 
Rezolve Group,http://www.rezolvegroup.com,Sacramento,California,CA,Education,The Rezolve Group is an innovative technologies and services company that focuses exclusively on post-secondary student financial aid. 
Ripoff Report,http://www.ripoffreport.com,Tempe,Arizona,AZ,Lifestyle & Consumer,"Ripoff Report is a consumer reporting Web site and publication, by consumers, for consumers, to file and document complaints about companies or individuals. "
Rivet Software,http://rivetsoftware.com,Denver,Colorado,CO,Finance & Investment,"Rivet Software uses XBRL to create, exchange, present, and consume financial information for greater transparency, improved efficiencies, and reduced risk."
Roadify,http://www.roadify.com,New York,New York,NY,Transportation,This tech startup aims to combine the world’s wealth of public transit information into one simple and easily usable platform.
Rowdmap,http://rowdmap.com,Louisville,Kentucky,KY,Healthcare,"Rowdmap organizes health care market data, performance data, and key driver data into meaningful information."
Russell Indexes,http://www.russell.com/indexes/,Seattle,Washington,WA,Finance & Investment,"Russell Indexes provides tools to help investors build, track and trade investment portfolios. "
Sage Bionetworks,http://sagebase.org,Seattle,Washington,WA,Scientific Research,"Sage Bionetworks works to redefine how complex biological data is gathered, shared and used, building platforms and services and undertaking research developing predictors relating to health.."
SAIC,http://www.saic.com/,New York,New York,NY,Data/Technology,"SAIC is a leading technology integrator providing full lifecycle services and solutions in the technical, engineering and enterprise information technology sectors."
SAP,http://www.sap.com/,Newtown Square,Pennsylvania,PA,Data/Technology,SAP AG is a world leader in enterprise software and software-related services.
SAS,http://www.sas.com/,Cary,North Carolina,NC,Data/Technology,"SAS is a software suite developed by SAS Institute for advanced analytics, business intelligence, data management, and predictive analytics. "
Sharecare ,http://www.sharecare.com/,San Diego,California,CA,Healthcare,"Sharecare is the leading online health and wellness engagement platform providing millions of consumers with a personal, results-oriented experience by connecting them to the most qualified health resources and programs they need to improve their health."
ShufflePoint,http://www.shufflepoint.com/,Brookfield,Connecticut,CT,Business & Legal Services,"ShufflePoint is a report integration hub, pulling data from multiple sources and pushing data to multiple destinations and formats. "
SigActs,http://www.sigacts.com/,Mountain View,California,CA,Geospatial/Mapping,"SigActs, launched with expertise from the U.S. defense and intelligence communities, tracks ""significant"" events worldwide. "
SigFig,https://www.sigfig.com/,San Francisco,California,CA,Finance & Investment,SigFig tracks individuals' financial assets and provides detailed visualizations of their investments and recommendations on how to manage them.
Simplee,http://www2.simplee.com/,Palo Alto,California,CA,Healthcare,"Simplee is committed to helping patients have confidence in what they owe and why, and making the health care payment process as trusted and convenient as possible."
SimpleGeo,http://urbanairship.com/,San Francisco,California,CA,Geospatial/Mapping,SimpleGeo (acquired by Urban Airship in 2011) provides a ready-to-use location infrastructure that makes it easy to add location-aware features to applications. 
SimpleTuition,http://www.simpletuition.com/,Boston,Massachusetts,MA,Education,The goal of SimpleTuition is to make it easier for students and their families to afford a higher education. 
SlashDB,http://www.slashdb.com/,Jersey City,New Jersey,NJ,Data/Technology,"SlashDB is a data API (gateway) for web and mobile applications, serving clients in the financial, academic, and publishing industries."
Smart Asset ,http://www.smartasset.com/,New York,New York,NY,Education,Smart Asset helps students understand the student loan repayment process and helps ensure that they will be able to build the necessary financial foundation to pay off this debt.  
Smart Utility Systems,http://smartusys.com/,Chino Hills,California,CA,Energy,"Smart Utility Systems is a leader in products, solutions and services that accelerate return on smart grid investments for the energy and utility sector."
Smartronix,http://smartronix.com/,Hollywood,Maryland,MD,Data/Technology,"Smartronix, Inc. is an information technology and engineering solutions provide with core offerings focused around NetOps, Cyber Security, Cloud Computing, Enterprise Software, Health IT, and Mission-Focused Engineering. "
Social Explorer,http://www.socialexplorer.com/,New York,New York,NY,Geospatial/Mapping,"Social Explorer provides quick and easy access to current and historical census data and demographic information; the easy-to-use web interface lets users create maps and reports to illustrate, analyze, and understand demography and social change. "
Society for Conservation Biology,http://www.conbio.org,Washington,District of Columbia,DC,Scientific Research,"The Society for Conservation Biology (SCB) is an international professional organization dedicated to promoting the scientific study of the phenomena that affect the maintenance, loss, and restoration of biological diversity."
SoFi,https://www.sofi.com/,San Francisco,California,CA,Education,"Social Finance, Inc. is an online, peer-to-peer loan platform that connects students and recent graduates with alumni and institutional investors via school specific student loan funds."
Sophic Alliance,http://www.sophicalliance.com,East Falmouth,Massachusetts,MA,Scientific Research,Sophic provides innovative software to help accelerate the process of drug discovery.
SpeSo,http://www.spesohealth.com/,Philadelphia,Pennsylvania,PA,Healthcare,"SpeSo Health is an online platform that connects the 30 million patients with rare and orphan diseases with the care providers who are experts for those complex, high-cost conditions."
Spikes Cavell,http://www.spikescavell.com/,Herndon,Virginia,VA,Data/Technology,"Spikes Cavell Analytic Inc., equips public agencies and higher education institutions with the spend intelligence, online tools and analytical insight they need to deliver cash savings and transform the way they purchase goods and services."
Splunk,http://www.splunk.com/,San Francisco,California,CA,Data/Technology,"Splunk indexes and makes searchable data from any app, server or network device in real time including logs, config files, messages, alerts, scripts and metrics."
SpotHero.com,http://spothero.com/,Chicago,Illinois,IL,Transportation,SpotHero provides parking at over 100 locations in the Chicago area and is expanding to other cities around the U.S. c
Stamen Design,http://stamen.com/,San Francisco,California,CA,Geospatial/Mapping,Stamen Design specializes in the emerging genre of interactive mapping and live data visualization.  
State Farm Insurance,http://www.statefarm.com/,Bloomington,Illinois,IL,Insurance,State Farm is a group of insurance and financial services companies in the United States.
Sterling Infosystems,http://www.sterlinginfosystems.com/,New York,New York,NY,Business & Legal Services,"Sterling is dedicated to helping companies make fast and well‐informed hiring decisions by delivering comprehensive, accurate, and cost‐effective background screening and drug testing services with a combination of world‐class technology and personnel. "
Stevens Van Lines,http://www.stevensworldwide.com/,Wyckoff,New Jersey,NJ,Transportation,"Stevens Worldwide Van Lines is a leader in moving and storage – providing personal/household moving, business moving, and international moving."
Streamlink,http://www.streamlinksoftware.com/,Cleveland,Ohio,OH,Finance & Investment,StreamLink Software offers SaaS grant and board management platforms that bridge disparate systems and processes creating dynamic ecosystems that drive performance and ensure compliance.
Student Trip,http://www.s-trip.com/,Brookline,Massachusetts,MA,Lifestyle & Consumer,"S-Trip! brings together new and old friends for unique student travel experiences, from student trips in exotic locations to education tours across Europe."
Suddath,http://www.suddath.com/,Wayne,New Jersey,NJ,Transportation,"Suddath is a diversified transportation, relocation, warehousing and logistics service provider that specializes in worldwide household goods relocations, global mobility, office moving and workplace solutions, warehousing and logistics management, trade show and exhibit displays, and special services. 
"
T. Rowe Price,http://www.troweprice.com,Baltimore,Maryland,MD,Finance & Investment, T. Rowe Price is a major leading investment firm.
Tableau Software,http://www.tableausoftware.com/,Seattle,Washington,WA,Data/Technology,Tableau Software produces a family of interactive data visualization products focused on business intelligence.
Technology CEO Council,http://www.techceocouncil.org/,Washington,District of Columbia,DC,Data/Technology,The Technology CEO Council (TCC) is the information technology industry’s leading public policy advocacy organization comprised exclusively of chief executive officers from America’s top information technology companies. 
Telenav,http://www.telenav.com/,Sunnyvale,California,CA,Geospatial/Mapping,"Telenav's personalized navigation services help people make daily decisions about where to go, when to leave, how to get there, and what to do when they arrive. "
Tendril,http://www.tendrilinc.com/,Boulder,Colorado,CO,Energy,Tendril enables utilities to drive customer engagement via a rich and tailored experience for the home energy consumer. 
Teradata,http://www.teradata.com/,Dayton,Ohio,OH,Data/Technology,"Teradata Corporation is an American computer company that sells database software for data warehouses and analytic applications, including Big Data."
The Govtech Fund,http://www.sec.gov/Archives/edgar/data/1591752/000159175213000001/xslFormDX01/primary_doc.xml,San Francisco,California,CA,Finance & Investment,The GovTech Fund has been formed to invest in new ventures that leverage government data.
The Vanguard Group,http://www.vanguard.com/,Valley Forge,Pennsylvania,PA,Finance & Investment,"Vanguard is a leading investment company that, uniquely, is owned by its clients."
ThomasNet,http://www.thomasnet.com/,New York,New York,NY,Business & Legal Services,"ThomasNet publishes a multi-volume directory of industrial product information covering 650,000 distributors, manufacturers and service companies within 67,000-plus industrial categories formerly published in the Thomas Register of American Manufacturers, known as the ""big green books"" and ""Thomas Registry""."
Thomson Reuters,http://thomsonreuters.com/,New York,New York,NY,Business & Legal Services,Thomson Reuters Corporation is a multinational media and information firm based in New York City.
TopCoder,http://www.topcoder.com/,Glastonbury,Connecticut,CT,Data/Technology,TopCoder is a company that administers contests in computer programming. 
TransUnion,http://www.transunion.com/,Chicago,Illinois,IL,Business & Legal Services,"TransUnion provides credit information and information management services, serving approximately 45,000 businesses and approximately 500 million consumers worldwide."
Travelers Group,https://www.travelers.com/,Saint Paul,Minnesota,MN,Insurance,The Travelers Companies is the second largest writer of U.S. commercial property casualty insurance and the third largest writer of U.S. personal insurance through independent agents.
Travelocity,http://www.travelocity.com/,Southlake,Texas,TX,Transportation,"Travelocity allows customers to book cheap airline tickets, hotels, cruises, car rentals, and flights. "
TrialTrove,http://www.citeline.com/products/trialtrove/,New York,New York,NY,Healthcare,"Trialtrove is the world’s most comprehensive real-time source of pharmaceutical clinical trials intelligence, gathering clinical trial information from over 20,000 clinical trial data sources to provide a continually updated reference of clinical trials research in more than 150 countries."
Trilliant,http://trilliantinc.com/,Redwood City,California,CA,Energy,"Trilliant provides utilities with the Trilliant Smart Grid Communications Platform that helps energy providers improve energy efficiency, enhance reliability, lower operating costs, increase customer satisfaction and integrate renewable and distributed energy resources. "
Trintech,http://www.trintech.com/,Addison,Texas,TX,Finance & Investment,"Trintech provides software solutions and is a leading global provider of integrated financial governance, transaction risk management, and compliance solutions for commercial, financial, and healthcare markets worldwide."
TripAdvisor,http://www.tripadvisor.com/,Newton,Massachusetts,MA,Lifestyle & Consumer,"TripAdvisor branded sites make up the largest travel community in the world, with more than 260 million unique monthly visitors, and over 125 million reviews and opinions covering more than 3.1 million accommodations, restaurants and attractions. "
TripIt,https://www.tripit.com/,San Francisco,California,CA,Transportation,TripIt is an intelligent travel organizer that helps travelers manage their plans so that their trips go more smoothly. 
TrueCar,http://www.truecar.com/,Santa Monica,California,CA,Transportation,"TrueCar, Inc. is an automotive pricing and information website for new and used car buyers and dealers. "
TrustedID,https://www.trustedid.com/,Palo Alto,California,CA,Lifestyle & Consumer,"TrustedID Inc., founded in 2004, is an American identity protection company; the company's suite of products include free and paid services that help consumers detect risk of identity theft and control the use of their personal information."
Tuition.io,https://www.tuition.io/,Santa Monica,California,CA,Education,Tuition.io is a website dedicated to helping you manage your student loan portfolio and optimize it for your own unique situation. 
U.S. News Schools,http://www.usnews.com/,Washington,District of Columbia,DC,Education,US News is a recognized leader in college and grad school rankings.
Uber ,https://www.uber.com/,San Francisco,California,CA,Transportation,"Uber connects riders to drivers through apps to make cities more accessible, opening up more possibilities for riders and more business for drivers. "
United Mayflower,http://www.unitedmayflower.com/,St. Louis,Missouri,MO,Transportation,"United Mayflower Container Services, LLC. (UMCS) provides local and long-distance moving and storage services in more than 50 of the largest markets in the United States with plans to continue expansion to additional markets."
US Green Data,http://www.usgreendata.com/,Cambridge,Massachusetts,MA,Energy,U.S. Green Data develops products that catalyze investment in energy development and efficiency by building innovative tools that revolutionize how the world receives and understands energy information.
USSearch,http://www.ussearch.com/,Bellevue,Washington,WA,Business & Legal Services,"USSearch.com is America's leading online provider of people search, background checks, phone number lookups and public records."
Validas,http://www.validas.com/,Missouri City,Texas,TX,Business & Legal Services,Validas changes the way consumers and businesses identify cost savings across most major carriers to reduce monthly wireless bills with its patented VERA platform API.
Vanguard Health System (*Now part of Tenet Health),http://www.tenethealth.com/,Nashville,Tennessee,TN,Healthcare,"Vanguard Health Systems, acquired by Tenet in 2013, helps improve the quality of medical care and patient safety at its hospitals and other businesses by evaluating processes and promoting best practices. "
Venatore ,http://venatore.com/,Tampa,Florida,FL,Data/Technology,"Venatôre is an enterprise Information Technology solutions provider, strategically positioned to provide leading systems solutions and technical services to our customers' mission-critical problems. "
VitalChek,https://www.vitalchek.com/,Brentwood,Tennessee,TN,Governance,"VitalChek has provided an affordable, easy and reliable way to obtain official government-issued vital records such as birth certificates; it is an official provider of online services for hundreds of government agencies nationwide, safely delivering millions of important documents every year."
Vitals,http://www.vitals.com/,Lyndhurst,New Jersey,NJ,Healthcare,Vitals.com offers tools powered by data and patient insight that help people find the right doctor and prepare for upcoming appointments; powers an end-consumer transparency and engagement platform that enables health-plan members to decide on providers and procedures based on quality and cost information; and helps doctors and hospitals attract patients and grow their market share
VMWare,http://www.vmware.com,Palo Alto,California,CA,Data/Technology,"As an industry-leading virtualization software company, VMWare empowers organizations to innovate and thrive by streamlining IT operations"
WattzOn,http://www.wattzon.com/,Mountain View,California,CA,Energy,"WattzOn (www.WattzOn.com) is a personal energy management platform that helps people save money, save energy and go green, combining propriety data and analytics and best-of-breed scientific research."
Waze,https://www.waze.com/,Palo Alto,California,CA,Transportation,"Waze uses community-generated real-time traffic data to help find the best route to a destination; report accidents, hazards, police and other events people see on the road; gives drivers road alerts; and helps them find the cheapest gas station along a route."
WDWOT (Why Don't We Own This?),http://whydontweownthis.com/,Detroit,Michigan,MI,Housing/Real Estate,"Why Don’t We Own This? has been launched initially in Detroit, Michigan to track foreclosure auctions and their effect on the city; it is now branching out to provide more year-round property and land use services."
Weather Channel,http://www.weather.com/,Atlanta,Georgia,GA,Environment & Weather,"The Weather Channel and weather.com provide a national and local weather forecast for cities, as well as weather radar, report and hurricane coverage."
Weather Decision Technologies,http://www.wdtinc.com/,Norman,Oklahoma,OK,Environment & Weather,"Weather Decision Technologies provides online and mobile weather forecasting, detection, and nowcasting to industrial sectors including insurance, recreation, construction, aviation, and energy."
Weather Underground,http://www.wunderground.com/,San Francisco,California,CA,Environment & Weather,"Weather Underground provides free, real-time online weather information to millions of Web users around the world, as well as a variety of Newspaper Weather Services and Custom Site Weather Packages."
WebFilings,https://www.webfilings.com/,Ames,Iowa,IA,Finance & Investment,WebFilings is the creator of Wdesk—business reporting in real time. 
WebMD,http://www.webmd.com/,New York,New York,NY,Healthcare,"WebMD is a leading provider of health information and services to consumers and healthcare professionals, with online healthcare information, decision-support applications and communications services for consumers and health care professionals."
Weight Watchers,http://www.weightwatchers.com/,Jericho,New York,NY,Lifestyle & Consumer,Weight Watchers International is an international company based in the United States that offers various products and services to assist weight loss and maintenance. 
WeMakeItSafer,http://wemakeitsafer.com/,Oakland,California,CA,Lifestyle & Consumer,"WeMakeItSafer's mission is to dramatically reduce the number of product-related injuries, illnesses and deaths that occur each year worldwide."
What's Fresh,http://www.msimplicity.com/wf.html,Rochester,Michigan,MI,Food & Agriculture,"What’s Fresh helps consumers eat the freshest foods by allowing them to know anytime, anywhere what fruits and vegetables are currently in season in your area. "
Wheaton Van Lines,http://www.wheatonworldwide.com/,Indianapolis,Indiana,IN,Transportation,"Wheaton Van Lines is a a transportation service provider that conducts corporate relocations, interstate moves, relocation services, military and special moves. "
WiserTogether,http://www.wisertogether.com/,Washington,District of Columbia,DC,Healthcare,WiserTogether provides the world's first online tool to match patients with treatments that work. 
Wolters Kluwer,http://www.wolterskluwer.com/,Minneapolis,Minnesota,MN,Business & Legal Services,"Wolters Kluwer provides information, software, and services to help legal, tax, finance, and healthcare professionals be more effective and efficient. "
Workhands,https://www.workhands.us/,San Francisco,California,CA,Lifestyle & Consumer,"WorkHands is a meeting place for the American workers who build, maintain, fix, and haul; it's where you can show off what you're capable of building, fixing, maintaining, and hauling."
"Wowza, Inc",http://www.wowza.com/,Evergreen,Colorado,CO,Data/Technology,"Wowza is a Flash media server company that competes with the likes of Adobe and Microsoft to offer up streaming media solutions for all types on content, including streaming Internet radio."
Xatori,http://www.xatori.com/,Menlo Park,California,CA,Energy,"Xatori offers a number of innovative solutions for drivers, manufacturers and service providers: The members of its team have built solar cars that race across continents, electric motorcycles that go 160mph, and mobile apps that are used by millions of people every day. "
Xignite,http://www.xignite.com/,San Mateo,California,CA,Finance & Investment,"Xignite is a provider of market data cloud services that offers more than 60+ financial web services providing real-time, historical and reference data for global equities, commodities, currencies, options, fixed income, mutual funds, derivatives and over-the-counter (OTC) instruments. "
Yahoo,http://www.yahoo.com/,Sunnyvale,California,CA,Lifestyle & Consumer,"Yahoo was founded in 1994 by Stanford Ph.D. students David Filo and Jerry Yang and has since evolved into a major internet brand with search, content verticals, and other web services."
