CompanyName,URL,city,STATE,abbrev,zipCode,ceoFirstName,ceoLastName,companyPreviousName,yearFounded,FTE,companyType,companyCategory,companyFunction,sectors,revenueSource,descriptionLong,descriptionShort,socialImpact,financialInfo,criticalDataTypes,datasetName,datasetURL,agencyOrDatasetSource,DATASETS
Lawdragon,lawdragon.com,New York,New York,NY,10017,Katrina,Dewey,,2005,11,Private,Business & Legal Services,Consumer research and/or marketing,"Education, Other","Advertising, Subscriptions, Data management and analytic services","Lawdragon is a legal news website with an annual magazine that provides coverage of high-profile legal matters and the attorneys handling them. Our best-known editorial feature is the ""Lawdragon 500 Leading Lawyers,"" our annual lawyers-of-the-year guide that we believe is the most elite distinction in the profession. We also report on international justice developments and have done in-depth features on human rights cases in South Africa, the former Yugoslavia and Rwanda.

Our site also offers a free database of lawyers that lets companies and individuals search for and fill out evaluations of legal professionals, and provides a platform for lawyers to promote their services. 

This fall, we are building a new site on legal education that will provide regular editorial coverage of law schools and a school-search function for prospective students that we will market as an alternative to the U.S. News & World Report rankings. This will also provide evaluations of schools and professors.",Lawdragon provides legal news and information about lawyers and law schools to consumers and others who need high-quality information to make informed choices.,Lawdragon is passionate about sharing high-quality news and information about legal professionals and organizations to create qualitative search results as an alternative to the dominant pay-driven model. We strive to enhance the legal profession and access to justice by providing free information on lawyers and law schools.,"Lawdragon generates revenue from a multi-faceted business model which includes advertising sales, online profile placements and other services which support the legal community.  Much of this revenue is renewable annually.",State Open Data,,http://www.pacer.gov/,Public Access to Court Electronic Records (PACER),2
"LegiNation, Inc.",LegiNation.com,Los Angeles,California,CA,90013,Karen,Suhaka,,2011,5,Private,Governance,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Trade, Transportation, Telecom, Weather, Other",Subscriptions,"LegiNation, Inc. was founded with the goal of making state level legislation more readily available to the professionals who need it, and even more importantly to the public at large. We are building products and websites to spark a renaissance in American politics, leveraging the internet to create the dialog so desperately needed amongst our elected officials, legislative professionals, and everyday citizens.

BillTrack50 is available for everyone to research state and federal legislation and legislators any time, for free. We believe there are lots of smart people with great ideas about the challenges facing the United States today. Our goal is to help them become informed about what their government is doing, and to connect with their representatives to offer their insights and knowledge where and when they are needed. Together we can build a country that works for everyone. Really, it's not hopeless, we can do it!

BillTrack50 also provides simple, elegant tools for tracking and sharing bills, as a subscription service. These tools are appropriate for professionals and organizations who need to keep on top of legislative developments, and keep others (and /or the public) informed about bills as they progress through the process.","LegiNation, Inc. was founded with the goal of making state level legislation more readily available to the professionals who need it, and even more importantly to the public at large.","In addition to having paying customers like Apple and BIPAC, we have had over 8,000 individuals registered to use our site and look up legislation about issues that matter to them.  We passed 1,000,000 bills read on our site in late 2013, which we are very proud of.  We feel that kind of engagement shows people are interested in what their government is up to.",Not answered by company,State Open Data,,,Bills from all 50 states,1
Lucid,http://www.luciddesigngroup.com,Oakland,California,CA,94607,Vladi,Shunturov,Lucid Design Group,2004,30,Private,Energy,Energy Management,"Energy, Environmental , Housing/Real Estate","Subscriptions, Software licensing",Lucid pioneered the concept of real-time feedback on energy and water use delivered on the web to save energy and save money in commercial buildings. Lucid's next endeavor is to transform the energy management industry with an operating system for buildings.,Lucid provides revolutionary energy management tools for commercial buildings.,"Number of buildings served, number of users and aggregate load (megawatts) are important metrics.We have thousands of buildings in North America.","We have 30 employees, raised $1.5M in capital and are breakeven.",Private/Proprietary Data Sources,NOAA weather data across the U.S.,,,2
Lucid,http://www.luciddesigngroup.com,Oakland,California,CA,94607,Vladi,Shunturov,Lucid Design Group,2004,30,Private,Energy,Energy Management,"Energy, Environmental , Housing/Real Estate","Subscriptions, Software licensing",Lucid pioneered the concept of real-time feedback on energy and water use delivered on the web to save energy and save money in commercial buildings. Lucid's next endeavor is to transform the energy management industry with an operating system for buildings.,Lucid provides revolutionary energy management tools for commercial buildings.,"Number of buildings served, number of users and aggregate load (megawatts) are important metrics.We have thousands of buildings in North America.","We have 30 employees, raised $1.5M in capital and are breakeven.",Private/Proprietary Data Sources,EPA/DOE electricity cost and emissions data by state,,,2
MapBox,mapbox.com,Washington,District of Columbia,DC,20009,Eric,Gundersen,,2011,35,Private,Geospatial/Mapping,Software Development/Cloud Services,Geospatial data/mapping,"Subscriptions, Philanthropy (foundations","MapBox is an open source platform for designing and publishing maps and geo data for both mobile and on the web. On MapBox.com you can sign up and create a map within minutes, then simply embed the map via copy / paste on the web or build complex applications for web or mobile with it. Power anything from the contact page on a small blog to data visualizations of billions of datapoints to base maps for massive traffic on large scale sites. We started MapBox to make it easy for anyone to design and publish a beautiful custom map. Our platform gives developers the power to make maps that embody their product and brand. MapBox helps you find bars on foursquare, search for hotels on Hipmunk, and organize notes in Evernote. With our global, autoscaling infrastructure and cross-device compatibility, integrating our maps into your apps is easy even if you have millions of users. Over the last 3 years our team of dedicated cartographers, data analysts, and software engineers has built our entire stack using open source software and open data.",MapBox is an open source platform for designing and publishing maps and geo data for both mobile and on the web.,"At MapBox we believe the future is open. This belief inspires our actions and contributions to several open source projects, like Mapnik and OpenStreetMap, a global, collaborative effort to create a free and universal map of the world. Every day, thousands of volunteers improve OpenStreetMap, fixing mistakes and adding new data.","MapBox is growing fast. We have 2,000+ paid subscribers of our hosting service, and tens of thousands of free users using and experimenting with MapBox. A grant from the Knight Foundation allowed us to improve tools to edit OpenStreetMap, bringing in a wave of new contributors and improving this open map data that we - and many others - use in our basemap. Besides that, we have been fully bootstrapped.",City/Local Open Data,,http://www.fsa.usda.gov/FSA/apfoapp?area=home&subject=prog&topic=nai,US Department of Agriculture National Agriculture Imagery Program (NAIP),2
MapBox,mapbox.com,Washington,District of Columbia,DC,20009,Eric,Gundersen,,2011,35,Private,Geospatial/Mapping,Software Development/Cloud Services,Geospatial data/mapping,"Subscriptions, Philanthropy (foundations","MapBox is an open source platform for designing and publishing maps and geo data for both mobile and on the web. On MapBox.com you can sign up and create a map within minutes, then simply embed the map via copy / paste on the web or build complex applications for web or mobile with it. Power anything from the contact page on a small blog to data visualizations of billions of datapoints to base maps for massive traffic on large scale sites. We started MapBox to make it easy for anyone to design and publish a beautiful custom map. Our platform gives developers the power to make maps that embody their product and brand. MapBox helps you find bars on foursquare, search for hotels on Hipmunk, and organize notes in Evernote. With our global, autoscaling infrastructure and cross-device compatibility, integrating our maps into your apps is easy even if you have millions of users. Over the last 3 years our team of dedicated cartographers, data analysts, and software engineers has built our entire stack using open source software and open data.",MapBox is an open source platform for designing and publishing maps and geo data for both mobile and on the web.,"At MapBox we believe the future is open. This belief inspires our actions and contributions to several open source projects, like Mapnik and OpenStreetMap, a global, collaborative effort to create a free and universal map of the world. Every day, thousands of volunteers improve OpenStreetMap, fixing mistakes and adding new data.","MapBox is growing fast. We have 2,000+ paid subscribers of our hosting service, and tens of thousands of free users using and experimenting with MapBox. A grant from the Knight Foundation allowed us to improve tools to edit OpenStreetMap, bringing in a wave of new contributors and improving this open map data that we - and many others - use in our basemap. Besides that, we have been fully bootstrapped.",City/Local Open Data,,http://landsat.usgs.gov,US Geological Survey (USGS) - Landsat,2
Mercaris,http://www.mercariscompany.com,Silver Spring,Maryland,MD,20910,Kellee,James,,2012,4,Private,Food & Agriculture,Data management and analysis,Agriculture,"Subscriptions, Data management and analytic services","Mercaris's mission is to enable growth in the sustainable and specialty agricultural sector by providing timely, accurate information about key market data.  This includes granular cash market price data, trade statistics, processing capacity, planted acreage and other information.  Mercaris also allows buyers & sellers to meet on-line to procure commodity crops and discover price.  This information has never before been available to market participants in an accessible, relevant manner.","Mercaris provides critical market data and on-line trading for organic, non-GMO, and other identity-preserved agricultural commodities and ingredients.","Our impact is measured in the reduction of transaction costs, and increased competitiveness of the organic, non-GMO and specialty commodity supply chain.  This benefits participants, from farmers to consumers.","Seed round investment of $800K raised from angel & institutional investors.  Early customers & strategic partners include, Whole Foods Market, Organic Valley, UNFI, Perdue Farms, etc.  We project $1m in revenue in 18 months.",Private/Proprietary Data Sources,AMS Market News Reports,http://marketnews.usda.gov/portal/lg,,2
Mercaris,http://www.mercariscompany.com,Silver Spring,Maryland,MD,20910,Kellee,James,,2012,4,Private,Food & Agriculture,Data management and analysis,Agriculture,"Subscriptions, Data management and analytic services","Mercaris's mission is to enable growth in the sustainable and specialty agricultural sector by providing timely, accurate information about key market data.  This includes granular cash market price data, trade statistics, processing capacity, planted acreage and other information.  Mercaris also allows buyers & sellers to meet on-line to procure commodity crops and discover price.  This information has never before been available to market participants in an accessible, relevant manner.","Mercaris provides critical market data and on-line trading for organic, non-GMO, and other identity-preserved agricultural commodities and ingredients.","Our impact is measured in the reduction of transaction costs, and increased competitiveness of the organic, non-GMO and specialty commodity supply chain.  This benefits participants, from farmers to consumers.","Seed round investment of $800K raised from angel & institutional investors.  Early customers & strategic partners include, Whole Foods Market, Organic Valley, UNFI, Perdue Farms, etc.  We project $1m in revenue in 18 months.",Private/Proprietary Data Sources,USDA Foreign Agricultural Service's Global Agricultural Trade System,http://www.fas.usda.gov/gats/ExpressQuery1.aspx,,2
New Media Parents,http://mommaps.com/,San Francisco,California,CA,94105,Jill,Seman,Family Travel Tools,2009,0,Private,Geospatial/Mapping,Information for consumers,"Arts,  Entertainment,  & Recreation","Advertising, User fees for web or mobile access","Mom Maps: Find kid friendly places & family fun areas with Mom Maps!
Mom Maps helps you find family fun places, kid friendly locations on the go! Search our extensive list of kid's parks, kid's playgrounds, kid's restaurants, kid's museums and kid's indoor play areas. Search by category or zip code, and you're good to go! In addition to a comprehensive kids play guide, you'll find contact information, reviews by parents, for parents and directions. Over 32,000 locations supported!   
Mom Maps is unique because it enables users to tap the collective wisdom of other parents and caregivers. Locations in our extensive database are parent-recommended and include tips, reviews, photos and video so that users can find places that best suit their child's interests. Mom Maps also partners with top parent bloggers and family travel experts to map their kid-friendly recommendations.","Mom Maps helps you find kid friendly locations on the go! Search an extensive list of parks, playgrounds, restaurants, museums and indoor play areas.",Not answered by company,Privately held company with no outside investors or partners.,Private/Proprietary Data Sources,,https://data.sfgov.org/,San Francisco Data,2
New Media Parents,http://mommaps.com/,San Francisco,California,CA,94105,Jill,Seman,Family Travel Tools,2009,0,Private,Geospatial/Mapping,Information for consumers,"Arts,  Entertainment,  & Recreation","Advertising, User fees for web or mobile access","Mom Maps: Find kid friendly places & family fun areas with Mom Maps!
Mom Maps helps you find family fun places, kid friendly locations on the go! Search our extensive list of kid's parks, kid's playgrounds, kid's restaurants, kid's museums and kid's indoor play areas. Search by category or zip code, and you're good to go! In addition to a comprehensive kids play guide, you'll find contact information, reviews by parents, for parents and directions. Over 32,000 locations supported!   
Mom Maps is unique because it enables users to tap the collective wisdom of other parents and caregivers. Locations in our extensive database are parent-recommended and include tips, reviews, photos and video so that users can find places that best suit their child's interests. Mom Maps also partners with top parent bloggers and family travel experts to map their kid-friendly recommendations.","Mom Maps helps you find kid friendly locations on the go! Search an extensive list of parks, playgrounds, restaurants, museums and indoor play areas.",Not answered by company,Privately held company with no outside investors or partners.,Private/Proprietary Data Sources,City of Seattle Parks,https://data.seattle.gov/dataset/City-Of-Seattle-Parks/kxj9-se6t,,2
"Ontodia, Inc",ontodia.com,New York,New York,NY,10013,Joel,Natividad,Ontodia LLC,2011,10,Private,Data/Technology,Data management and analysis,"Arts,  Entertainment,  & Recreation, Education, Geospatial data/mapping, Scientific Research, Social Assistance, Trade","Subscriptions, Software licensing","Ontodia is an urban informatics startup focused on enabling actionable, hyperlocalized decisions.  It does this by converting raw data - taken from disparate sources - both public and private, extracting knowledge and insight.  From big data to small, actionable knowledge. It does this by using its ""crowdknowing"" technique to create Collective Knowledge Systems that leverage ""semantics, statistics, algorithm and the crowd"" to develop self-reinforcing Linked Data Networks that leverage the best of Humans and Machines to create a federated, curated Knowledge commons, one open data city at a time.","Ontodia converts raw data to actionable, hyperlocalized knowledge, enabling data-driven decisions and conversations. From big data to small, actionable knowledge.","Ontodia aims to democratize big data by helping create a federated, knowledge commons to enable governments, businesses and citizens to have data-driven discussions, conversations and decisions.  With this open knowledge, we hope to foster citizen engagement and increase trust in government as this same knowledge increases government transparency, accountability and reduce corruption.",Not answered by company,City/Local Open Data,,data.cityofnewyork.us,New York City Open Data Portal,2
"Ontodia, Inc",ontodia.com,New York,New York,NY,10013,Joel,Natividad,Ontodia LLC,2011,10,Private,Data/Technology,Data management and analysis,"Arts,  Entertainment,  & Recreation, Education, Geospatial data/mapping, Scientific Research, Social Assistance, Trade","Subscriptions, Software licensing","Ontodia is an urban informatics startup focused on enabling actionable, hyperlocalized decisions.  It does this by converting raw data - taken from disparate sources - both public and private, extracting knowledge and insight.  From big data to small, actionable knowledge. It does this by using its ""crowdknowing"" technique to create Collective Knowledge Systems that leverage ""semantics, statistics, algorithm and the crowd"" to develop self-reinforcing Linked Data Networks that leverage the best of Humans and Machines to create a federated, curated Knowledge commons, one open data city at a time.","Ontodia converts raw data to actionable, hyperlocalized knowledge, enabling data-driven decisions and conversations. From big data to small, actionable knowledge.","Ontodia aims to democratize big data by helping create a federated, knowledge commons to enable governments, businesses and citizens to have data-driven discussions, conversations and decisions.  With this open knowledge, we hope to foster citizen engagement and increase trust in government as this same knowledge increases government transparency, accountability and reduce corruption.",Not answered by company,City/Local Open Data,,data.ny.gov,New York State Open Data Portal,2
"OpportunitySpace, Inc.",opportunityspace.org,Boston,Massachusetts,MA,2163,Alexander,Kapur,,2013,3,Private,Housing/Real Estate,Data management and analysis,"Environmental, Geospatial data/mapping, Housing/Real Estate","Subscriptions, Data management and analytic services","OpportunitySpace is SalesForce.com and CoStar for government property. We collect and analyze data about public real property - land and buildings owned by governments. We enable administrators to understand their real estate portfolios from an enterprise view. We also help the private sector and community see what real estate the government controls and why. We believe that better access to this information will accelerate the pace of redevelopment and better uses of these assets. The goal is to create higher levels of transparency, engagement and collaboration around the utilization of public real estate and to drive smarter solutions that will result in vibrant, livable communities.",OpportunitySpace engages communities with open data to drive smart uses for public land.,"OpportunitySpace reduces property carrying costs for government (vacants, brownfields, etc.), reduces size of government footprint in land area, increases tax revenue from land base, increases property values (revitalization/better land use), increases number of citizens engaged in planning/land use/redevelopment decisions (participation/engagement), and influences pace of development (e.g., number of properties disposed per month).",Not answered by company,City/Local Open Data,,http://vapstat.louisvilleky.gov/sites/vapstat.louisvilleky.gov/files/documents/Sales%20Inventory/Sales_Inventory_10.03.13.xlsx,Louisville Consolidated Sales Inventory,2
"OpportunitySpace, Inc.",opportunityspace.org,Boston,Massachusetts,MA,2163,Alexander,Kapur,,2013,3,Private,Housing/Real Estate,Data management and analysis,"Environmental, Geospatial data/mapping, Housing/Real Estate","Subscriptions, Data management and analytic services","OpportunitySpace is SalesForce.com and CoStar for government property. We collect and analyze data about public real property - land and buildings owned by governments. We enable administrators to understand their real estate portfolios from an enterprise view. We also help the private sector and community see what real estate the government controls and why. We believe that better access to this information will accelerate the pace of redevelopment and better uses of these assets. The goal is to create higher levels of transparency, engagement and collaboration around the utilization of public real estate and to drive smarter solutions that will result in vibrant, livable communities.",OpportunitySpace engages communities with open data to drive smart uses for public land.,"OpportunitySpace reduces property carrying costs for government (vacants, brownfields, etc.), reduces size of government footprint in land area, increases tax revenue from land base, increases property values (revitalization/better land use), increases number of citizens engaged in planning/land use/redevelopment decisions (participation/engagement), and influences pace of development (e.g., number of properties disposed per month).",Not answered by company,City/Local Open Data,,,Louisville Metro Parcels,2
Overture Technologies,http://www.overturecorp.com/,Bethesda,Maryland,MD,20815,Kim,Thompson,,2000,8,Private,Data/Technology,"Data management and analytic services,Lead generation to other businesses,Software licensing","Education, Finance, Housing/Real Estate",,"Unique visitors to OvertureMarketplace, students completing Net Price Calculator estimates and receiving personalized Shopping Sheets through our Conductor application.","Overture's technology powers business rules and automated underwriting applications for higher education, mortgage and small business finance industries.",Not answered by company,Not answered by company,Private/Proprietary Data Sources,IPEDS,,,3
Overture Technologies,http://www.overturecorp.com/,Bethesda,Maryland,MD,20815,Kim,Thompson,,2000,8,Private,Data/Technology,"Data management and analytic services,Lead generation to other businesses,Software licensing","Education, Finance, Housing/Real Estate",,"Unique visitors to OvertureMarketplace, students completing Net Price Calculator estimates and receiving personalized Shopping Sheets through our Conductor application.","Overture's technology powers business rules and automated underwriting applications for higher education, mortgage and small business finance industries.",Not answered by company,Not answered by company,Private/Proprietary Data Sources,Treasury Quarterly NPV dataset,N/A,,3
Overture Technologies,http://www.overturecorp.com/,Bethesda,Maryland,MD,20815,Kim,Thompson,,2000,8,Private,Data/Technology,"Data management and analytic services,Lead generation to other businesses,Software licensing","Education, Finance, Housing/Real Estate",,"Unique visitors to OvertureMarketplace, students completing Net Price Calculator estimates and receiving personalized Shopping Sheets through our Conductor application.","Overture's technology powers business rules and automated underwriting applications for higher education, mortgage and small business finance industries.",Not answered by company,Not answered by company,Private/Proprietary Data Sources,GIS Census Tract,,,3
Owler,owler.com,San Mateo,California,CA,94402,Jim,Fowler,InfoArmy,2011,80,Private,Business & Legal Services,Data management and analysis,"Agriculture, Energy, Finance, Health and Health Care, Manufacturing, Telecom",Database licensing,"Owler is a mobile and online resource that helps you follow, track, and research companies. Get real time updates and news (about your company, your competitors, your clients, your investments) hand-curated from multiple sources.","Owler is a mobile and online resource that helps you follow, track, and research companies.",Enabling business professionals to make better informed decisions.,"Owler Inc. is headquartered in San Mateo, CA, with an office in Coimbatore, India.  Owler is backed by Norwest Venture Partners and Trinity Ventures, two top venture capital firms based in Silicon Valley, CA.",Federal Open Data,,sec.gov,US Securities and Exchange Commission (SEC),1
Panjiva,www.panjiva.com,New York,New York,NY,10010,Josh,Green,,2006,48,Private,Business & Legal Services,Data management and analysis,"Manufacturing, Trade","Subscriptions, Software licensing","Panjiva is a B2B platform powering the business of global trade, providing in-depth information on hundreds of thousands of suppliers from more than 190 countries.  Using the platform's patent-pending algorithms and data from dozens of sources, Panjiva organizes millions of data points, extracts relevant information, combines that data with a wide variety of other data sets, and identifies patterns to present insight in a unique, user-friendly format.","Panjiva is the leading provider of intelligence to global trade professionals, enabling businesses to connect across borders.","By increasing transparency in the world of global trade, Panjiva seeks to expand the circle of people who benefit from trade -- and minimize the harms that result from a global trading system that has traditionally lacked accountability.","Panjiva is a venture backed company with funding led by Battery Ventures. The company also has several angel investors, including Mark Gerson, Michael Dearing and Chris Dixon.  Panjiva is a private company and does not publicly disclose revenue information.",Private/Proprietary Data Sources,,,US Customs Data,1
"Personal, Inc.",personal.com,Washington,District of Columbia,DC,20007,Shane,Green,,2009,40,Private,Data/Technology,Consumer services (eg health care),"Education, Finance, Health and Health Care, Other","Subscriptions, User fees for web or mobile access","Personal (www.personal.com) is the award-winning, industry-leading digital vault and private networking service for individuals to securely manage their important data and files. Called a ""life-management platform"" by The Economist, Personal is built on a privacy- and security-by-design platform that empowers people with their own information.

Available at $29.99 per year, Personal also partners with companies (including financial and insurance companies, government, and educational institutions) and other organizations to provide vaults and data to their own customers and users. These co-branded vaults frequently come prepopulated with information that the partner holds about the individual that is instantly useful for 24/7 access from any device, auto form-filling (www.personal.com/fillit), and private, secure sharing. Each partner vault also has an array of apps to help users get the most from their data.  

Personal helps give people ownership and control over their data so they can get the most value from it all with the peace of mind that the information in their vault remains legally theirs, it can't be shared without their permission, they always know who has access to it, and they can stop access at any time. Users can also export and permanently delete their data. Personal is available on the web, iOS and Google Play.","Personal provides individuals with the tools to create a private, personal network where they can control their identity and determine access to their data when connecting with people and companies.","Personal's mission of empowering individuals with their own data is one that has major impacts for society, and the institutions (including government) that traditionally collect and control our data. Both government and companies are embracing this model, which is a significant sign of impact.","To date, Personal has raised nearly $16 million in capital. Investors include Steve Case's Revolution Ventures, Grotech Ventures, Eric Semler of TCS Capital Management, Allen & Company, Ted Leonsis, former AOL CEO Jon Miller, among others. We generate revenue through paid subscriptions and partnering with companies and organizations to distribute co-branded Personal vaults to their customers and members. Partners include companies, non-profit associations, and educational institutions.",Federal Open Data,Free Application for Federal Student Aid (FAFSA),www.fafsa.gov,US Department of Education ,2
"Personal, Inc.",personal.com,Washington,District of Columbia,DC,20007,Shane,Green,,2009,40,Private,Data/Technology,Consumer services (eg health care),"Education, Finance, Health and Health Care, Other","Subscriptions, User fees for web or mobile access","Personal (www.personal.com) is the award-winning, industry-leading digital vault and private networking service for individuals to securely manage their important data and files. Called a ""life-management platform"" by The Economist, Personal is built on a privacy- and security-by-design platform that empowers people with their own information.

Available at $29.99 per year, Personal also partners with companies (including financial and insurance companies, government, and educational institutions) and other organizations to provide vaults and data to their own customers and users. These co-branded vaults frequently come prepopulated with information that the partner holds about the individual that is instantly useful for 24/7 access from any device, auto form-filling (www.personal.com/fillit), and private, secure sharing. Each partner vault also has an array of apps to help users get the most from their data.  

Personal helps give people ownership and control over their data so they can get the most value from it all with the peace of mind that the information in their vault remains legally theirs, it can't be shared without their permission, they always know who has access to it, and they can stop access at any time. Users can also export and permanently delete their data. Personal is available on the web, iOS and Google Play.","Personal provides individuals with the tools to create a private, personal network where they can control their identity and determine access to their data when connecting with people and companies.","Personal's mission of empowering individuals with their own data is one that has major impacts for society, and the institutions (including government) that traditionally collect and control our data. Both government and companies are embracing this model, which is a significant sign of impact.","To date, Personal has raised nearly $16 million in capital. Investors include Steve Case's Revolution Ventures, Grotech Ventures, Eric Semler of TCS Capital Management, Allen & Company, Ted Leonsis, former AOL CEO Jon Miller, among others. We generate revenue through paid subscriptions and partnering with companies and organizations to distribute co-branded Personal vaults to their customers and members. Partners include companies, non-profit associations, and educational institutions.",Federal Open Data,National Student Loan Data System (NSLDS),www.nslds.ed.gov/nslds_SA/,US Department of Education ,2
PolicyMap,policymap.com,Philadelphia,Pennsylvania,PA,19103,Maggie,McCullough,,2007,9,Nonprofit,Geospatial/Mapping,Information for consumers,"Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Nutrition, Social Assistance, Transportation, Weather, Other","Subscriptions, Philanthropy (foundations","PolicyMap is a national online mapping tool and is a division of The Reinvestment Fund, a Community Development Financial Institution.  PolicyMap grew out of our underwriting department's need for good data with which to make good lending decisions. With around 1500 subscribers and 25,000 registered users, we launched in Dec 2007 and have been growing ever since, adding new features and products to our list of offerings.  We provide our main mapping tool, PolicyMap.com, along with an API, a data licensing service, university site licenses, and mapping widgets for our clients to use on their own websites.  We offer over 20,000 indicators, many of which are from the Census, the Bureau of Labor Statistics, and the Consumer Financial Protection Bureau.  Our subscribers include organizations and companies in banking, real estate, govt, education, non-profit, philanthropy and the media.","PolicyMap is a fully web-based Geographic Information System and mapping company that captures data in visually powerful ways through  its analysis tool, Analytics; available data includes demographics, home sale statistics, health data, mortgage trends, school performance scores and labor data like unemployment, crime statistics and city crime rates.","We measure PolicyMap's impact by considering our sources of web traffic, our mix of subscribers and free users, and the calls, emails and requests for training we receive.","Past three years' annual revenue:
2010: $814,049
2011: $1.5M
2012: $2.1M
Current year revenue:
2013: $2.4M (forecast)
Investors include the William Penn Foundation, Heron Foundation and Surdna Foundations for a total to date of $2.2M.",Private/Proprietary Data Sources,American Community Survey (ACS),https://www.census.gov/acs/www/,US Census Bureau ,4
PolicyMap,policymap.com,Philadelphia,Pennsylvania,PA,19103,Maggie,McCullough,,2007,9,Nonprofit,Geospatial/Mapping,Information for consumers,"Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Nutrition, Social Assistance, Transportation, Weather, Other","Subscriptions, Philanthropy (foundations","PolicyMap is a national online mapping tool and is a division of The Reinvestment Fund, a Community Development Financial Institution.  PolicyMap grew out of our underwriting department's need for good data with which to make good lending decisions. With around 1500 subscribers and 25,000 registered users, we launched in Dec 2007 and have been growing ever since, adding new features and products to our list of offerings.  We provide our main mapping tool, PolicyMap.com, along with an API, a data licensing service, university site licenses, and mapping widgets for our clients to use on their own websites.  We offer over 20,000 indicators, many of which are from the Census, the Bureau of Labor Statistics, and the Consumer Financial Protection Bureau.  Our subscribers include organizations and companies in banking, real estate, govt, education, non-profit, philanthropy and the media.","PolicyMap is a fully web-based Geographic Information System and mapping company that captures data in visually powerful ways through  its analysis tool, Analytics; available data includes demographics, home sale statistics, health data, mortgage trends, school performance scores and labor data like unemployment, crime statistics and city crime rates.","We measure PolicyMap's impact by considering our sources of web traffic, our mix of subscribers and free users, and the calls, emails and requests for training we receive.","Past three years' annual revenue:
2010: $814,049
2011: $1.5M
2012: $2.1M
Current year revenue:
2013: $2.4M (forecast)
Investors include the William Penn Foundation, Heron Foundation and Surdna Foundations for a total to date of $2.2M.",Private/Proprietary Data Sources,Home Mortgage Disclosure Act (HMDA),http://www.ffiec.gov/hmda/,Federal Financial Institutions Examination Council (FFIEC) ,4
PolicyMap,policymap.com,Philadelphia,Pennsylvania,PA,19103,Maggie,McCullough,,2007,9,Nonprofit,Geospatial/Mapping,Information for consumers,"Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Nutrition, Social Assistance, Transportation, Weather, Other","Subscriptions, Philanthropy (foundations","PolicyMap is a national online mapping tool and is a division of The Reinvestment Fund, a Community Development Financial Institution.  PolicyMap grew out of our underwriting department's need for good data with which to make good lending decisions. With around 1500 subscribers and 25,000 registered users, we launched in Dec 2007 and have been growing ever since, adding new features and products to our list of offerings.  We provide our main mapping tool, PolicyMap.com, along with an API, a data licensing service, university site licenses, and mapping widgets for our clients to use on their own websites.  We offer over 20,000 indicators, many of which are from the Census, the Bureau of Labor Statistics, and the Consumer Financial Protection Bureau.  Our subscribers include organizations and companies in banking, real estate, govt, education, non-profit, philanthropy and the media.","PolicyMap is a fully web-based Geographic Information System and mapping company that captures data in visually powerful ways through  its analysis tool, Analytics; available data includes demographics, home sale statistics, health data, mortgage trends, school performance scores and labor data like unemployment, crime statistics and city crime rates.","We measure PolicyMap's impact by considering our sources of web traffic, our mix of subscribers and free users, and the calls, emails and requests for training we receive.","Past three years' annual revenue:
2010: $814,049
2011: $1.5M
2012: $2.1M
Current year revenue:
2013: $2.4M (forecast)
Investors include the William Penn Foundation, Heron Foundation and Surdna Foundations for a total to date of $2.2M.",Private/Proprietary Data Sources,Local Area Unemployment Statistics (LAUS),http://www.bls.gov/lau/,US Bureau of Labor Statistics (BLS) ,4
